node_id,label,type,period,language,p_language,description_excerpt
scholar_wetzel_james,James Wetzel,person,Modern,fr,0.96,"James Wetzel, philosophe américain, Augustinian Endowed Chair in the Thought of Saint Augustine à Villanova University. Thèse Columbia (sous Wayne Proudfoot). Spécialiste de la psychologie morale augustinienne, de la tra"
scholarly_work_rousseau_1982_ir_n_e_de_lyon_contre_les_h_r_sies_livre,"Rousseau 1982 — Irénée de Lyon: Contre les hérésies, Livre II. Tome II: Texte et traduction",publication,Contemporary,fr,0.96,"Irénée de Lyon: Contre les hérésies, Livre II. Tome II: Texte et traduction"
scholarly_work_rousseau_1979_ir_n_e_de_lyon_contre_les_h_r_sies_livre,"Rousseau 1979 — Irénée de Lyon: Contre les hérésies, Livre I. Tome II: Texte et traduction",publication,Contemporary,fr,0.96,"Irénée de Lyon: Contre les hérésies, Livre I. Tome II: Texte et traduction"
person_sorabji_richard_contemporary,Richard Sorabji,person,Modern,fr,0.95,"Richard Sorabji (né 1934). Professeur émérite de philosophie ancienne à King's College London ; Fellow of the British Academy. Patristicien et historien de la philosophie antique. Ouvrage-pivot : *Necessity, Cause, and B"
scholarly_work_rousseau_1969_ir_n_e_de_lyon_contre_les_h_r_sies_livre,"Rousseau 1969 — Irénée de Lyon: Contre les hérésies, Livre V, Tome II (Texte et Traduction)",publication,Contemporary,fr,0.95,"Irénée de Lyon: Contre les hérésies, Livre V, Tome II (Texte et Traduction)"
pub_aubineau_1978_origene_philocalie_21_27_sur_le_libre_arbitre_introduction_texte,"Michel Aubineau 1978 — Origène. Philocalie 21-27 : Sur le Libre arbitre. Introduction, Texte, Traduction et Notes par E. Junod (Sources Chrétiennes, 226)",publication,Contemporary,fr,0.95,"Aubineau Michel. Origène. Philocalie 21-27 : Sur le Libre arbitre. Introduction, Texte, Traduction et Notes par E. Junod (Sources Chrétiennes, 226). In: Scriptorium, Tome 32 n°1, 1978. pp. 174-176."
pub_junod_1989_apologetes_origene_theologie_critique,Junod 1989 — Des apologètes à Origène : aux origines d'une forme de théologie critique,publication,Contemporary,fr,0.93,"Éric Junod, 'Des apologètes à Origène : aux origines d'une forme de théologie critique,' Revue de Théologie et de Philosophie 121 (1989), pp. 149-164; read in full from the local PDF."
scholar_timpe_k,Kevin Timpe,person,Contemporary,fr,0.92,"Philosophe américain (né 1972), William H. Jellema Chair in Christian Philosophy à Calvin University. Défenseur d'un libertarianisme vertueux (« virtue libertarianism ») : Free Will in Philosophical Theology (Bloomsbury "
person_fischer_john_martin_3w4x5y6z,John Martin Fischer,person,Modern,fr,0.91,"John Martin Fischer (né 1952). Distinguished Professor of Philosophy à UC Riverside. Compatibiliste contemporain majeur. Ouvrages : *The Metaphysics of Free Will: An Essay on Control* (Blackwell, 1994) ; *Responsibility "
scholar_huby_pamela,Pamela M. Huby,person,Modern,fr,0.91,"Pamela M. Huby (1922-2019), philosophe britannique, Reader in Philosophy à l'Université de Liverpool. Spécialiste de Théophraste (éditrice du projet international *Theophrastus of Eresus: Sources for His Life, Writings, "
concept_heimarmene_astrologica_amand,εἱμαρμένη astrologique (Empire romain),concept,Roman Imperial,fr,0.9,"Framework concept, distilled by Amand 1945 (Introduction §I.VI, p. 14-16) from the Astronomiques de Manilius, the Anthologies de Vettius Valens, and the testimony of Seneca: under the Roman Empire, astrological εἱμαρμένη"
scholarly_work_pouderon_1998_les_apologistes_chr_tiens_et_la_culture_,Pouderon 1998 — Les Apologistes chrétiens et la culture grecque,publication,Contemporary,fr,0.9,"Les Apologistes chrétiens et la culture grecque, collective volume co-edited by Bernard Pouderon and Joseph Doré."
argument_carneadean_assent_chain_via_cicero_amand1945,"Argument carnéadien de la chaîne fatale (assentiment-tendance-action) — De fato 17, 40 (témoin cicéronien)",argument,Hellenistic,fr,0.89,"Carneadean anti-fatalist argument, transmitted in abbreviated form by Cicero De fato 17, 40 (according to Amand p. 79-80, ll. 5169-5206): If everything is fated, everything is the effect of a prior cause; if impulse (ὁρμ"
person_frankfurt_harry_1929_2023,Harry G. Frankfurt,person,Modern,fr,0.89,"Harry Gordon Frankfurt (1929-2023). Professeur émérite de philosophie à Princeton. Philosophe analytique de l'action, auteur des contributions les plus citées du débat contemporain sur la liberté et la responsabilité mor"
scholar_louth_a,Andrew Louth,person,Contemporary,fr,0.89,"Patristicien britannique (né 1944), professeur émérite à Durham University, prêtre orthodoxe. Spécialiste majeur anglophone de Maxime le Confesseur : Maximus the Confessor (Routledge 1996), édition + traduction commentée"
scholar_tieleman_t,Teun Tieleman,person,Contemporary,fr,0.89,"Historien de la philosophie hellénistique néerlandais (né 1962), professeur à l'Université d'Utrecht. Spécialiste majeur de Chrysippe et du stoïcisme moyen. Auteur de Chrysippus' On Affections: Reconstruction and Interpr"
synthesis_amand1945_bardesanes_secondary_witness_ethnographic,Bardesane = temoin secondaire crucial avec amplification ethnographique sans precedent (Amand 1945),synthesis,Patristic,fr,0.88,"Synthesis Amand 1945, Book II ch. III (p. 229-257): Bardesanes of Edessa, Syrian philosopher-theologian (154-222), is a fundamental secondary witness to Carneadean transmission thanks to the Livre des lois des pays (a Sy"
person_salles_ricardo_contemporary,Ricardo Salles,person,Contemporary,fr,0.87,"Ricardo Salles, philosophe argentin-mexicain, professeur à l'Instituto de Investigaciones Filosóficas de l'UNAM (Mexico). Spécialiste du stoïcisme, du déterminisme stoïcien et de la philosophie de l'action ancienne. Aute"
scholarly_argument_labarri_re_voluntary_and_involuntary_heko_1,Labarrière: Aristotle's analysis of hekousion/akousion in EN III has primarily juridical sig,argument,Contemporary,fr,0.85,"Labarrière recalls, with Vernant ('non sans raison'), that Aristotle's analyses of hekousion/akousion in EN III 'avaient aussi et peut-être surtout une portée juridique': what is at stake is the imputability of fault, an"
pub_lewis_1977_origene_philocalie_21_27_sur_le_libre_arbitre_introduction_greek,"LeMoine Gaunce Lewis 1977 — Origène. Philocalie 21–27, Sur Le Libre Arbitre. Introduction, Greek text, translation and notes by Éric Junod. Sources Chrétiennes, no. 226. Paris: Les Éditions du Cerf, 1976. 346 pp.",publication,Contemporary,fr,0.85,"Origène. Philocalie 21–27, Sur Le Libre Arbitre. Introduction, Greek text, translation and notes by Éric Junod. Sources Chrétiennes, no. 226. Paris: Les Éditions du Cerf, 1976. 346 pp. - Volume 46 Issue 3"
synthesis_amand1945_intro_stoic_integral_fatalism,Fatalisme intégral stoïcien (Amand 1945),synthesis,Hellenistic,fr,0.84,"Amand’s 1945 thesis (Introduction §I.IV, p. 6-13): it was the Stoics who, broadening Heraclitus’ views on εἱμαρμένη, made determinism a cardinal doctrine and elevated εἱμαρμένη to the status of a central concept analogou"
synthesis_amand1945_philo_early_period_school_compilation,Amand 1945 — Les écrits philosophiques de jeunesse de Philon comme compilations scolaires hellénisantes,synthesis,,fr,0.84,"Amand's thesis (p. 81-83, ll. 5232-5360, following Wendland 1892, Bousset 1915, Christ-Schmid-Stählin): before the great biblical commentaries, Philo passed through a 'Greek period', attested by the writings Περὶ ἀφθαρσί"
argument_carneadean_virtue_vice_amand1945,"Argument carnéadien III — Vertu et vice, louange et blâme sont sans objet (collapse of moral evaluation)",argument,Hellenistic,fr,0.83,"Third of the six argumentative headings reconstructed by Amand (1945, p. 576-577). Amand's formulation: ""Under the hypothesis of absolute fatalism, virtue and vice, praise and blame are useless, because they no longer ha"
scholar_djeranian_o,Olivier D'Jeranian,person,,fr,0.8,"French scholar of ancient philosophy, specialist of Stoicism and Epictetus; author of « Responsabilité morale et destin : une réponse possible chez Épictète à l'objection anti-stoïcienne de Cicéron (De fato 39-45) » and "
scholarly_argument_koch_aristotle_s_alleged_doctrine_o_3,Koch: Aristotle developed no doctrine of fate and never used the term εἱμαρμένη in his,argument,Contemporary,fr,0.79,"Koch (pp. 36-37) stresses Alexander's 'travail de construction' undertaken 'sur la base d'un donné aristotélicien quasi inexistant'. Facing the De fato's announced aim of expounding Aristotle's doctrine on fate, modern r"
argument_pseudo_chrysostom_de_fato_v_witness6_amand1945,Pseudo-Chrysostom De Fato V — texte témoin n°6 (récapitulation carnéadienne),argument,Late Antiquity,fr,0.78,"Central argument of Pseudo-Chrysostom in the Discours sur le Destin et la Providence V (PG 50, 765 l.24 — 768 l.44). For Amand 1945 (chapter on John Chrysostom, « 3. Troisième texte », p. 519-532), this passage constitut"
person_diogenes_babylon_240_152bce,Diogène de Babylone,person,Hellenistic,fr,0.78,"Fifth scholarch of the Stoa around 152 BC, successor to Chrysippus and then to Zeno of Tarsus. Teacher of Panaetius of Rhodes. Member of the Stoic philosophical embassy sent to Rome in 155 BC with Carneades (Academy) and"
argument_justin_prophecy_freedom,Justin's Prophecy-Freedom Reconciliation (1 Apol. 44),argument,Roman Imperial,fr,0.77,"**Source primaire** : Justin Martyr, *Apologie I* 44 (SC 507, Munier, 2006). **Prémisse 1** : Dieu préconnaît (προγινώσκει) les actions humaines futures et les annonce par les prophètes. **Prémisse 2** : La préconnaissan"
work_chrysostom_de_babylas_contra_julianum,"John Chrysostom, Liber in S. Babylam contra Iulianum et gentiles",work,Late Antiquity,fr,0.76,"Discours de Jean Chrysostome en l'honneur de saint Babylas, contre Julien et contre les Grecs (PG 50, 533-572). For Amand 1945 (Book II ch. XII p. 485, 488-489), Amand cites ch. 2 (PG 50, 536 l.56-60) and ch. 9 (PG 50, 5"
argument_augustine_massa_damnata,Augustine's Massa Damnata (Mass of Perdition),argument,Patristic,fr,0.75,"**Source primaire** : Augustin, *Enchiridion* 99 + *De Civitate Dei* XXI.12 (CCSL 47-48, Dombart & Kalb, 1955). **Prémisse 1** : Tous les hommes sont solidaires d'Adam dans la chute (Rom. 5.12), constituant après la Chut"
argument_chrysostom_anti_hellenism_amand1945,Chrysostome — anti-philosophie hellénique (triobolimaios),argument,Late Antiquity,fr,0.75,"A recurrent framing argument by which Chrysostom disparages Greek philosophy as a whole: triobolimaios (worth only three obols), fables, words, ostentation, vainglory (Hom. 21 Eph 3, PG 62, 153; Hom. 9 Jean 1, PG 59, 70-"
argument_origen_argos_logos,Origen's Refutation of the Argos Logos (Lazy Argument),argument,Patristic,fr,0.73,"**Source primaire** : Origène, *Contra Celsum* II.20 (SC 132, Borret, 1967) ; transmis aussi dans *Philocalie* 23. **Prémisse 1** : Si tout est fatalement déterminé, l'effort humain (πρᾶξις) est superflu (argos logos). *"
scholarly_argument_pr_aux_fate_and_free_will_in_minucius_0,Préaux: Minucius Felix's Octavius contains a sophisticated philosophical treatment of fa,argument,Contemporary,fr,0.73,"Préaux (pp. 395-398) reconsiders an aspect 'jusqu'ici curieusement négligé' of the Octavius: the argument drawn from 'la doctrine du fatalisme philosophique' advanced by the pagan Caecilius (XI, 5-6) and Octavius' refuta"
pub_furst_2021_perspectives_origen_ad21,Fürst (ed.) 2021 — Perspectives on Origen and the History of his Reception (Adamantiana 21),publication,Modern,fr,0.72,"Alfons Fürst (ed.), *Perspectives on Origen and the History of his Reception*, Münster: Aschendorff, 2021, Adamantiana 21, 368 p. CC BY-NC-ND (OA complet sur OAPEN, financement EU Marie Skłodowska-Curie n°676258). **Volu"
synthesis_amand1945_origen_first_christian_prescience_problem,"Amand 1945 — Origène, premier théologien chrétien à problématiser méthodiquement prescience vs libre arbitre",synthesis,,fr,0.72,"Amand’s synthesis: Origen (Phil. 23.7-11, Robinson p. 194-198) is, according to Amand, the first Christian theologian to have considered in its full scope the formidable difficulty that divine foreknowledge raises agains"
scholarly_argument_dettwiler_determinism_and_the_elements_o_3,"Dettwiler: The adversaries' teaching is characterized as based on 'the tradition of men, th",argument,Contemporary,fr,0.7,"Dettwiler: with Col 2,8 the tone changes — the community is warned against a movement the author calls 'philosophie' and immediately disqualifies as 'creuse duperie à l'enseigne de la tradition des hommes, des éléments d"
scholarly_work_natali_2005_la_catena_delle_cause_determinismo_e_ant,Natali 2005 — La catena delle cause. Determinismo e antideterminismo nel pensiero antico e con,publication,Contemporary,it,1,La catena delle cause. Determinismo e antideterminismo nel pensiero antico e contemporaneo
pub_barilli_2012_lexis_paidike_infanzia_in_origene,Chiara Barilli 2012 — Lexis paidike. L'infanzia in Origene,publication,Contemporary,it,1,La tesi considera la trattazione del tema dell’infanzia nell’opera di Origene di Alessandria attraverso l’analisi dei testi trasmessi nell’originale greco e delle traduzioni latine di Rufino e Gerolamo. Il motivo dell’in
pub_caruso_2012_ramusculus_origenis_eredita_dell_antropologia_origeniana_nei_pel,Giuseppe Caruso 2012 — Ramusculus Origenis : l'eredità dell'antropologia origeniana nei pelagiani e in Girolamo,publication,Contemporary,it,1,Ramusculus Origenis : l'eredità dell'antropologia origeniana nei pelagiani e in Girolamo
pub_arfe_2009_servano_da_segni_gen_14_la_confutazione_del_fatalismo_astrologic,"Pasquale Arfé et al. 2009 — “E servano da segni” (Gen. 1,14). La confutazione del fatalismo astrologico nel Commento a Genesi di Origene",publication,Contemporary,it,1,"Questo saggio storico-filosofico ricostruisce il rapporto di Origene con i temi del fatalismo astrologico e del valore della scienza astrologica, a partire da uno studio della Filocalia, l’antologia di testi origeniani r"
pub_castagno_2000_male_origene_dizionario_la_cultura_il_pensiero_le_opere_cura_di,"Monaci Castagno A. 2000 — Male, Origene. Dizionario: la cultura, il pensiero, le opere, a cura di A. Monaci Castagno",publication,Contemporary,it,1,[1. Definizione del male in funzione antignostica. 2. Critica del platonismo di Celso].
pub_eijk_1993_il_cuore_indurito_del_faraone_origene_il_problema_del_libero_arb,Ph J. Van Der Eijk et al. 1993 — Il cuore indurito del Faraone. Origene e il problema del libero arbitrio,publication,Contemporary,it,1,Il cuore indurito del Faraone. Origene e il problema del libero arbitrio
pub_concato_2013_astrologia_fatalismo_libero_arbitrio_nel_pensiero_di_origene,"Adriano Concato 2013 — Astrologia, fatalismo e libero arbitrio nel pensiero di Origene",publication,Contemporary,it,1,"Astrologia, fatalismo e libero arbitrio nel pensiero di Origene"
pub_gasparro_2000_creazione_origene_dizionario_la_cultura_il_pensiero_le_opere_cur,"Sfameni Gasparro G. 2000 — Creazione, Origene. Dizionario: la cultura, il pensiero, le opere, a cura di A. Monaci Castagno",publication,Contemporary,it,1,"[1. Fondamenti biblici e componenti platoniche della dottrina origeniana. 2. Creazione, libertà delle creature intelligenti e peccato: la «doppia creaziona». 3. Il Logos e la creazione]."
pub_gasparro_2017_tra_esegesi_biblica_platonismo_la_riflessione_di_origene_su_gen,"Giulia Sfameni Gasparro 2017 — Tra esegesi biblica e platonismo : la riflessione di Origene su Gen 1, 26–27, 2, 7 e 3, 21 : una risposta alla sfida dell'antropologia gnostica?",publication,Contemporary,it,1,"Tra esegesi biblica e platonismo : la riflessione di Origene su Gen 1, 26–27, 2, 7 e 3, 21 : una risposta alla sfida dell'antropologia gnostica?"
pub_moreschini_2002_critica_all_apocatastasi_origeniana_in_massimo_il_confessore_in,"Moreschini C. 2002 — Critica all`apocatastasi origeniana in Massimo il Confessore, in«Millennium»: L`attesa della fine nei primi secoli cristiani. Atti delle III Giornate Patristiche Torinesi, Torino 23-24 ottobre 2000, a cura di R. Uglione",publication,Contemporary,it,1,"[1. L`enade e la protologia. 2. Per una lettura dell`ambiguum 7. 3. Interpretazioni critiche. / «In conclusione, se la divinizzazione di tutti gli uomini è voluta continuamente da Dio, anche prima della creazione e fino "
pub_norelli_2000_gnosticismo_origene_dizionario_la_cultura_il_pensiero_le_opere_c,"Norelli E. 2000 — Gnosticismo, Origene. Dizionario: la cultura, il pensiero, le opere, a cura di A. Monaci Castagno",publication,Contemporary,it,1,[1. Origene e lo gnosticismo: 1.1. Equivalenza tra eresia e gnosticismo; 1.2. Orientamento antignostico della teologia di O.; 1.3. Dottrina della natura e libero arbitrio; 1.4. Funzione antignostica (e antimarcionita) de
pub_perrone_2000_libero_arbitrio_origene_dizionario_la_cultura_il_pensiero_le_ope,"Perrone L. 2000 — Libero arbitrio, Origene. Dizionario: la cultura, il pensiero, le opere, a cura di A. Monaci Castagno",publication,Contemporary,it,1,[1. Centralità del tema nell`opera di O.: 1.1. Il complesso dei motivi collegati al libero arbitrio; 1.2. Il libero arbitrio come elemento essenziale della predicazione ecclesiastica; 1.3. Lo sfondo cosmologico del liber
pub_perrone_2001_omelie_xix_xx_inganno_castigo_come_modalita_correlate_dell_econo,Perrone L. 2001 — Omelie XIX e XX: Inganno e castigo come modalità correlate dell`economia divina di salvezza,publication,Contemporary,it,1,[Un testo biblico «fuori del comune». La pericope commentata. L`Omelia XIX: inganno pedagogico e prospettiva dei castighi. L`Omelia XX: l`esperienza del peccato e la medicina dell`inganno in relazione ai castighi. La tra
pub_perrone_2000_provvidenza_origene_dizionario_la_cultura_il_pensiero_le_opere_c,"Perrone L. 2000 — Provvidenza, Origene. Dizionario: la cultura, il pensiero, le opere, a cura di A. Monaci Castagno",publication,Contemporary,it,1,[1. Provvidenza come piano salvifico di Dio per gli uomini. 2. La prescienza divina come presupposto dell`economia provvidenziale e il suo rapporto col libero arbitrio].
pub_perrone_1992_il_cuore_indurito_del_faraone_origene_il_problema_del_libero_arb,Lorenzo Perrone 1992 — Il cuore indurito del Faraone : Origene e il problema del libero arbitrio,publication,Contemporary,it,1,Il cuore indurito del Faraone : Origene e il problema del libero arbitrio
pub_prinzivalli_1999_omelia_la_creazione,Prinzivalli E. 1999 — Omelia I: La creazione,publication,Contemporary,it,1,[Premessa. Strategia compositiva e chiave interpretativa dell`omelia. Le tappe del programma spirituale iscritte nei sei giorni della creazione. Due imperativi per l`uomo: saper scegliere e saper volgere al bene gli stim
pub_terracciano_2012_omnia_in_figura,Pasquale Terracciano 2012 — Omnia in figura,publication,Contemporary,it,1,"Origene d’Alessandria fu uno dei Padri della Chiesa piu autorevoli e discussi; le sue dottrine, seppur parzialmente condannate post mortem, ebbero una grande influenza nella tradizione dell’Occidente. Le opere origeniane"
pub_perrone_2000_peccato_origene_dizionario_la_cultura_il_pensiero_le_opere_cura,"Perrone L. 2000 — Peccato, Origene. Dizionario: la cultura, il pensiero, le opere, a cura di A. Monaci Castagno",publication,Contemporary,it,1,"[1. Premessa: libero arbitrio, peccato e redenzione nel pensiero di O. 2. Il peccato premondano: la caduta degli intelletti. 3. L`esperienza umana del peccato e il combattimento spirituale. 4. La liberazione dal peccato "
pub_scardia_2017_sostanza_vita_libero_arbitrio_tradizione_origeniana_innovazione,"Daniela Scardia 2017 — Sostanza, vita e libero arbitrio: tradizione origeniana e innovazione nell'esegesi geronimiana della parabola del Padre misericordioso",publication,Contemporary,it,1,"Sostanza, vita e libero arbitrio: tradizione origeniana e innovazione nell'esegesi geronimiana della parabola del Padre misericordioso"
pub_dal_2001_omelie_su_geremia_lettura_origeniana_cura_di_dal_covolo_maritano,"E. Dal et al. 2001 — Omelie su Geremia. Lettura origeniana, a cura di E. Dal Covolo e M. Maritano (Biblioteca di Scienze Religiose, 165)",publication,Contemporary,it,0.99,"[E. Dal Covolo - M. Maritano, Prefazione, 5-8. M. Simonetti, Omelia I: Elezione del profeta, 11-22. G. Bendinelli, Omelia IX: Che cosa mi gioverebbe se il Verbo fosse entrato nel mondo senza che io l`avessi, 23-40. F. Pi"
pub_danieli_1998_origene_commento_al_vangelo_di_matteo_libri_xii_introduzione_not,"M.I. Danieli et al. 1998 — Origene. Commento al Vangelo di Matteo/1 (Libri X-XII). Introduzione e note a cura di M.I. Danieli, Traduzione di R. Scognamiglio (CTePa, 145)",publication,Contemporary,it,0.98,[Introduzione (M.I. Danieli): 1. Il Vangelo della Chiesa. 2. Il kerygma da Matteo a Origene. 3. I discepoli. 4. Alcuni temi: a) L`intelligenza della fede; b) Le vie della economia salvifica. 5. Il testo. Congedo (pp. 5-4
pub_scognamiglio_1997_prhoairhesis_tra_scelta_fede_nel_commento_matteo_di_origene,Scognamiglio R. 1997 — Prhoairhesis tra scelta e fede nel Commento a Matteo di Origene,publication,Contemporary,it,0.98,[1. Libera scelta o natura delle anime?: 1.1. Pesci buoni e pesci cattivi; 1.2. Gli scandali; 1.3. Puro e impuro; 1.4. L`interno e l`esterno. 2. Morale pagana e morale cristiana: 2.1. Il termine adiaphorhon in relazione 
pub_rist_2013_caruso_ramusculus_origenis_eredita_dell_antropologia_origeniana,"John Μ. Rist et al. 2013 — G. Caruso, Ramusculus Origenis: L’eredità dell’antropologia origeniana nei pelagiani e in Girolamo",publication,Contemporary,it,0.97,"G. Caruso, Ramusculus Origenis: L’eredità dell’antropologia origeniana nei pelagiani e in Girolamo"
scholarly_work_matteoli_2011_alle_origini_della_teologia_di_pelagio_t,Matteoli 2011 — Alle origini della teologia di Pelagio: Tematiche e fonti delle Expositiones XIII epistularum Pauli,publication,Contemporary,it,0.95,Alle origini della teologia di Pelagio: Tematiche e fonti delle Expositiones XIII epistularum Pauli
concept_eph_hemin_kyrion_plut,Eph' hēmin as Master / τὸ ἐφ' ἡμῖν ὡς κύριον (Pseudo-Plutarch),concept,Roman Imperial,mixed,1,"τὸ ἐφ' ἡμῖν ὡς κύριον χρῆσθαι τῷ ἐνδεχομένῳ - What is up to us, as master, uses the contingent.  Fat. 6: Eph' hēmin is KYRION (sovereign, authoritative, master) over contingency Fat. 6: ""τὸ δ’ ἐφ’ ἡμῖν θάτερον μέρος τοῦ "
scholarly_work_acosta_l_pez_de_mesa_2012_plotinus_aristotle_and_the_origin_of_the,"Acosta López de Mesa 2012 — Plotinus, Aristotle and the Origin of the Free Will / Plotino, Aristóteles y el ",publication,Contemporary,mixed,1,"Plotinus, Aristotle and the Origin of the Free Will / Plotino, Aristóteles y el origen del libre albedrío"
pub_grunert_2025_untitled,Anna Grünert 2025 — Оригеновские исследования: современные проблемы и исследовательские направления,publication,Contemporary,mixed,1,Публикация представляет краткий обзор современных исследовательских направлений в области изучения наследия Оригена Александрийского (ок. 185−253). Особое внимание уделяется переводам на современные языки и исследованию 
pub_jozic_1993_origen_problem_slobode_origene_et_le_probleme_de_la_liberte,Branko Jozić 1993 — Origen i problem slobode. Origène et le problème de la liberté.,publication,Contemporary,mixed,1,Origen i problem slobode. Origène et le problème de la liberté.
concept_triple_providence_plut,Triple Providence / τριττὴ πρόνοια (Pseudo-Plutarch),concept,Roman Imperial,mixed,0.99,"τριττὴ πρόνοια (trittē pronoia) - Providence at three levels: first god's thought, celestial gods' governance, daimones' guardianship.  Fat. 9 (573A): ""πρόνοια ἡ μὲν ἀνωτάτω καὶ πρώτη τοῦ πρώτου θεοῦ νόησις... ἡ δὲ δευτέ"
scholarly_argument_crouzel_christ_s_redemption_of_free_wi_2,Crouzel: Christ must deliver human libre arbitre from the slavery where sin held it; huma,argument,Contemporary,mixed,0.98,"Crouzel: Origen's conversion is Platonic in form but Christian in substance because of the stress on Christ's action and grace. 'Ce n'est pas nous qui nous convertissons, mais le Christ qui nous convertit'; man's collabo"
scholarly_argument_f_rst_stoic_compatibilism_chrysippus_2,Fürst: Interprets Chrysippus as developing a 'causal determinism and self-responsibilit,argument,Contemporary,mixed,0.98,Stoic compatibilism (Chrysippus) — Interprets Chrysippus as developing a 'causal determinism and self-responsibility' (Kausaldeterminismus und Eigenverantwortung) — a compatibilist position where fate (heimarmenē) operat
concept_self_happiness_alex,Self-Achieved Happiness (Alexander),concept,Roman Imperial,mixed,0.98,Being happy through oneself: self-produced flourishing achieved through one's own virtuous activity. (Le syntagme « δι᾽ αὑτῶν εὐδαιμονεῖν » n'est attesté nulle part chez Alexandre — recherche TLG négative — et εὐδαιμονεῖ
concept_synheimarmena_plut,Co-Fated Things / συνειμαρμένα (Pseudo-Plutarch),concept,Roman Imperial,mixed,0.98,"συνειμαρμένα (synheimarmena) - Things co-fated with universals; particulars that fit within fate without being directly determined by it.  Fat. 5: ""ἔστι θ' εἱμαρμένα τρόπον τινὰ καὶ ταῦτα, ὄντ' ἐκείνοις συνειμαρμένα""  Ke"
concept_synkatathesis_logike_alex,Logikē Synkatathesis (Rational Assent),concept,Roman Imperial,mixed,0.98,λογικὴ συγκατάθεσις (logikē synkatathesis) - Rational assent Alexander's refinement of the Stoic concept of synkatathesis (assent) by adding the requirement of rationality. Freedom = assent to impressions. Both humans an
synthesis_cic_fat_index,Cicero De Fato: Thematic Index for Cross-Reference,synthesis,Roman Republican,mixed,0.98,"═══════════════════════════════════════ I. IN NOSTRA POTESTATE (Core Doctrine) ═══════════════════════════════════════ • §9: foundational - ""nihil esset in nostra potestate"" • §25: foundational - ""ut sit in nostra potest"
concept_kompatibilistischer_libertarismus_origenian,Libertarisme compatibiliste (Kompatibilistischer Libertarismus) — caractérisation origénienne,concept,Patristic,mixed,0.97,"“Compatibilist libertarianism” (kompatibilistischer Libertarismus): a characterization coined by Fürst 2022 (Kap. VI 4, p. 282-290) to describe Origen’s philosophical position. Origen professes a radical libertarianism ("
concept_liberum_arbitrium_u3v4w5x6,Free Choice (Liberum Arbitrium),concept,Medieval,mixed,0.97,"**Étymologie** : *liberum arbitrium*, syntagme nominal latin associant *liber* (« libre, non-asservi », racine indo-européenne *leudʰ- « croître, peuple libre ») et *arbitrium* (« jugement, décision arbitrale », < *arbit"
pub_bergjan_2001_celsus_the_epicurean_the_interpretation_of_an_argument_in_origen,"Bergjan S.-P. 2001 — Celsus the Epicurean? The Interpretation of an Argument in Origen, Contra Celsum",publication,Contemporary,mixed,0.97,"[Celsus` Critique of Christianity, and the Doctrine of Providence. Origen`s Identification of Celsus as an Epicurean and the Development of His Argument. Celsus and Origen in the Context of the Second Century Debate on D"
argument_furst_2022_freedom_principle_of_substance,Freedom as a principle of substance (not accident) in Origen (Fürst/Hengstermann 2022),argument,Modern,mixed,0.96,"Fürst 2022's thesis (Kap. VI 1, p. 252-254; following Hengstermann 2016): Origen's revolutionary innovation is not to regard freedom as an accident in the manner of Aristotle, but to make it the ""principle of substance"" "
concept_exousia_alex,Exousia (ἐξουσία) - Power/Authority,concept,Roman Imperial,mixed,0.96,"ἘΞΟΥΣΊΑ (exousia) - power/AUTHORITY/CAPABILITY Alexander of Aphrodisias's key term for the capacity to choose between alternatives. From ἔξεστι (exesti, ""it is permitted"") - originally political/legal authority, evolved "
concept_arche_alex,Archē (ἀρχή) - Origin/Principle,concept,Roman Imperial,mixed,0.96,"ἈΡΧΉ (ARCHĒ) - origin/PRINCIPLE/cause Alexander of Aphrodisias's foundational concept for what modern scholars term libertarian freedom: humans are ARCHAI (origins) of their actions. From ἄρχω (archō, ""to begin, to rule"""
concept_exercitatio_adversity_seneca_c4d5e6f7,Exercitatio (Adversity as Training) - Seneca,concept,Roman Imperial,mixed,0.96,"Exercitatio is the Stoic doctrine that adversity and suffering are not evils but training exercises that strengthen virtue.  • ""Omnia adversa exercitationes putat"" (2.2) - He considers all adversity as exercises • ""Marce"
concept_for_most_part_alex,For the Most Part / ὡς ἐπὶ τὸ πολύ (Alexander),concept,Roman Imperial,mixed,0.96,ὡς ἐπὶ τὸ πολύ (hōs epi to poly) - Natural regularities that hold generally but admit exceptions; the characteristic mode of natural causation distinct from strict necessity.  De Fato VI (Bruns 170.1-19): «ἀλλὰ μὴν τὰ γι
concept_practical_life_alex,Practical Life / πρακτικὸς βίος (Alexander),concept,Roman Imperial,mixed,0.96,"πρακτικὸς βίος (praktikos bios) - The whole domain of human practical activity, encompassing deliberation, choice, and action oriented toward goals. In De fato 11-12 (Bruns 178-180) Alexander argues that determinism make"
scholarly_argument_voelke_stoic_reason_is_will,Voelke: in Stoic rationalism reason itself is will — against the thesis that Greek thought ignored the will,argument,Contemporary,mixed,0.96,Voelke opens against the frequently held thesis (Opstelten's special study; Pohlenz's claim that the Greeks recognised no volitional function distinct from the intellectual ones) that the philosophical notion of will ori
