edge_id,translation_id,original_id,translation_label,original_label,p_partial,p_same_content,original_excerpt,translation_excerpt
bccf4cf1-0766-47c3-a374-eafc38483f20,sc132_origenes_contra_celsum_ii_par76_en,sc132_origenes_contra_celsum_ii_par76,CC II 76 (English),CC II 76,1,0.68,"76. Οὐχ εὗρε δ' ὁ Κέλσος προσωποποιῶν τὸν Ἰουδαῖον τοιαῦτα αὐτῷ περιθεῖναι ἐν τῷ λόγῳ, ὁποῖα οὐκ ἂν αὐτῷ ἀπὸ τῶν νομίμων καὶ προφητικῶν προφέροιτο γραφῶν. Μέμφεται γὰρ τὸν Ἰησοῦν τ","76. Celsus, in composing the persona of the Jew, could not find things to attribute to him in this discourse such as could not be refuted from the legal and prophetic scriptures. F"
69f34a60-d80b-451f-8492-47b8794af401,sc132_origenes_contra_celsum_ii_par72_en,sc132_origenes_contra_celsum_ii_par72,CC II 72 (English),CC II 72,1,0.48,"72. Μετὰ ταῦτά φησιν · Εἰ μὲν ἐβούλετο λανθάνειν, τί ἠκούετο ἡ ἐξ οὐρανοῦ φωνὴ κηρύττουσα αὐτὸν υἱὸν θεοῦ ; Εἰ δ' οὐκ ἐβούλετο λανθάνειν, τί ἐκολάζετο ἢ τί ἀπέθνῃσκε ; Καὶ οἴεται ἐ","72. After this he says: 'If he wished to remain unrecognized, why was a voice from heaven heard proclaiming him Son of God? But if he did not wish to remain unrecognized, why was h"
9ac3c25b-b8d2-4ab9-b18b-b274de1d7dfe,sc132_origenes_contra_celsum_ii_par74_en,sc132_origenes_contra_celsum_ii_par74,CC II 74 (English),CC II 74,1,0.22,"74. Καὶ πᾶσί γε τούτοις ἐπιλέγει ὁ Κέλσου Ἰουδαῖος · Ταῦτα μὲν οὖν ὑμῖν ἐκ τῶν ὑμετέρων συγγραμμάτων, ἐφ'οἷς οὐδενὸς ἄλλου μάρτυρος χρῄζομεν · αὐτοὶ γὰρ ἑαυτοῖς περιπίπτετε. Ἠλέγξα","74. And to all these things the Jew of Celsus adds: 'These things then we take from your own writings, for which we need no other witness; for you yourselves contradict yourselves."
7697eb68-e6a8-4ae8-abeb-cf1c782557cc,sc132_origenes_contra_celsum_ii_par75_en,sc132_origenes_contra_celsum_ii_par75,CC II 75 (English),CC II 75,1,0.2,"75. Καὶ ἱκανά γε νομίζω ταῦτα εἶναι τῷ βουλομένῳ παραστῆσαι τὴν Ἰουδαίων πρὸς τὸν Ἰησοῦν ἀπιστίαν, ὅτι ἀκόλουθος ἦν αὕτη τοῖς ἐξ ἀρχῆς περὶ τοῦ λαοῦ ἀναγεγραμ-μένοις. Εἴποιμι γὰρ ἂ",75. And I consider these things sufficient for anyone wishing to demonstrate that the unbelief of the Jews toward Jesus was consistent with what had been written from the beginning
15b76ee3-da61-40cf-89ef-9ed515a3e407,sc132_origenes_contra_celsum_ii_par79_a_en,sc132_origenes_contra_celsum_ii_par79_a,CC II 79_a (English),CC II 79_a,1,0.19,"Ἡμεῖς οὖν οὐ παυσόμεθα πιστεύοντες τῷ θεῷ κατὰ τὰς Ἰησοῦ Χριστοῦ ὑποθήκας καὶ τοὺς τυφλώττοντας περὶ θεοσέβειαν ἐθέλοντες ἐπιστρέφειν, κἂν οἱ ἀληθῶς τυφλώτ-τοντες λοιδορῶνται ἡμῖν ","We therefore shall not cease from believing in God according to the teachings of Jesus Christ and wishing to turn those who are blind in matters of piety, even if those who are tru"
c367a484-8378-4e4c-bd65-876822471ca0,sc132_origenes_contra_celsum_ii_par36_en,sc132_origenes_contra_celsum_ii_par36,CC II 36 (English),CC II 36,1,0.65,"36. Εἶτά φησιν ὁ Κέλσος · Τί φησι καὶ ἀνασκολοπιζο-μένου τοῦ σώματος ; Ποῖος ἰχώρ, οἷός περ τε ῥέει μακάρεσσι θεοῖσιν ; Ἐκεῖνος μὲν οὖν παίζει, ἡμεῖς δ' ἀπὸ τῶν σπουδαίων εὐαγγελίω","36. Then Celsus says: 'What does he say when his body is on the cross? What divine blood, such as flows in the blessed gods?' He is joking; but we shall demonstrate from the seriou"
f0d932f1-5472-4774-9274-9bb966d76da7,sc132_origenes_contra_celsum_i_par55_en,sc132_origenes_contra_celsum_i_par55,CC I 55 (English),CC I 55,1,0.61,"55. Μέμνημαι δέ ποτε ἔν τινι πρὸς τοὺς λεγομένους παρὰ Ἰουδαίοις σοφοὺς ζητήσει ταῖς προφητείαις ταύταις χρησά-μενος, ἐφ' οἷς ἔλεγεν ὁ Ἰουδαῖος ταῦτα πεπροφητεῦσθαι ὡς περὶ ἑνὸς το","55. I recall once having made use of these prophecies in a disputation with those reputed to be wise among the Jews, whereupon the Jew said that these things had been prophesied ab"
137ab763-02d7-4644-afae-f48ce3419050,sc132_origenes_contra_celsum_ii_par7_en,sc132_origenes_contra_celsum_ii_par7,CC II 7 (English),CC II 7,1,0.59,"7. Δεικνύτωσαν δέ, ποῦ κἂν ἔμφασις λέξεως ἀπὸ ἀλαζο-νείας προφερομένης παρὰ τῷ Ἰησοῦ εὑρίσκεται. Πῶς γὰρ ἀλαξὼν ὁ λέγων · « Μάθετε ἀπ' ἐμοῦ ὅτι πρᾷός εἰμι καὶ ταπεινὸς τῇ καρδίᾳ, κ","7. Let them show where there is even the appearance of a word uttered with arrogance on the part of Jesus. For how is one arrogant who says: 'Learn from me, for I am meek and lowly"
30918e9e-994a-4707-9a5f-63259c22cd70,sc132_origenes_contra_celsum_ii_par8_a_en,sc132_origenes_contra_celsum_ii_par8_a,CC II 8_a (English),CC II 8_a,1,0.2,"Εἰ δὲ δεῖ προσθεῖναι καὶ ἄλλην αἰτίαν, φήσομεν ὅτι καὶ τοῦτ' αὐτὸ προεῖπον οἱ προφῆται. Σαφῶς γοῦν Ἡσαΐας λέγει · « Ἀκοῇ ἀκούσετε καὶ οὐ μὴ συνῆτε, καὶ βλέποντες βλέψετε καὶ οὐ μὴ ","And if it is necessary to add yet another reason, we shall say that this very thing was also foretold by the prophets. For Isaiah says plainly: 'Hearing ye shall hear, and shall no"
c1887d94-b2af-4031-b128-90819087a38e,sc132_origenes_contra_celsum_ii_par69_b_en,sc132_origenes_contra_celsum_ii_par69_b,CC II 69_b (English),CC II 69_b,1,0.6,"Τὰ μὲν οὖν τῆς διηγήσεως καὶ τῆς ἀπὸ τῶν γεγονέναι ἀναγεγραμμένων ἀναβάσεως ἐπὶ τὰ πράγματα, ὧν τὰ γενόμενα ἦν σημαντικά, καὶ μειζόνως ἄν τις καὶ θειοτέρως διηγήσαιτο, εὐκαιρότερον","The matters relating to the narrative and the ascent from recorded events to the realities of which those events were signs, could be treated more extensively and more divinely by "
41ac32c4-3e7f-4d90-b5cf-a331f1b7cf7a,sc132_origenes_contra_celsum_ii_par77_en,sc132_origenes_contra_celsum_ii_par77,CC II 77 (English),CC II 77,1,0.55,"77. Μετὰ ταῦτα ὁ Ἰουδαῖος αὐτῷ λέγει, δηλονότι κατὰ τὸ Ἰουδαίοις ἀρέσκον, ὅτι ἐλπίζομεν δή που ἀναστήσεσθαι ἐν σώματι καὶ βιοτὴν ἕξειν αἰώνιον, καὶ τούτου παράδειγμα καὶ ἀρχηγέτην ","77. After this the Jew says to him, expressing of course what is pleasing to Jews, that 'we certainly hope to be resurrected in the body and to have eternal life, and that the one "
e0e6b8d1-84f8-4b34-9adb-97e0057eefff,sc132_origenes_contra_celsum_ii_par9_a_en,sc132_origenes_contra_celsum_ii_par9_a,CC II 9_a (English),CC II 9_a,1,0.46,"Ἐγκαλοῦμεν οὖν Ἰουδαίοις τοῦτον μὴ νομίσασι θεόν, ὑπὸ τῶν προφητῶν πολλαχοῦ μεμαρτυρημένον ὡς μεγάλην ὄντα δύναμιν καὶ θεὸν κατὰ τὸν τῶν ὅλων θεὸν καὶ πατέρα. Τούτῳ γάρ φαμεν ἐν τῇ",We therefore charge the Jews with not having regarded as God one who was testified to in many places by the prophets as being a great power and God according to the God of all and 
4e8ed1c1-7024-44aa-af37-d12348baafd8,sc132_origenes_contra_celsum_ii_par8_en,sc132_origenes_contra_celsum_ii_par8,CC II 8 (English),CC II 8,1,0.19,"8. Φησὶ δὲ πολλοὺς ἂν καὶ ἄλλους φανῆναι τοιούτους τοῖς ἐξαπατᾶσθαι θέλουσιν, ὁποῖος ἦν ὁ Ἰησοῦς. Μὴ πολλοὺς οὖν ἀλλὰ μηδ' ὀλίγους ἀλλὰ κἂν ἕνα δεικνύτω ὁ παρὰ τῷ Κέλσῳ Ἰουδαῖος το","8. He says that many others of the same kind as Jesus would have appeared to those wishing to be deceived. Let the Jew of Celsus show, not many but even a few — or even one — such "
a5ffaab6-d8b5-425b-9463-14ed2235b2bb,sc132_origenes_contra_celsum_ii_par78_en,sc132_origenes_contra_celsum_ii_par78,CC II 78 (English),CC II 78,1,0.19,"78. Μετὰ ταῦτα λέγει ὁ Ἰουδαῖος · [ Ἢ ἐπὶ τοῦτο κατῆλθεν, ἵν' ἀπιστήσωμεν ;] Πρὸς ὃν λελέξεται · [οὐκ ἐπὶ τοῦτο μὲν ἦλθεν, ἵν' ἐργάσηται τὴν ἀπιστίαν Ἰουδαίοις, προγινώσκων δ' αὐτὴ","78. After this the Jew says: 'Or did he come down for this purpose, that we should disbelieve?' To whom one may say in reply: he did not come in order to produce unbelief among the"
7321b8da-2915-49d3-8e1d-d775fd4bc89c,sc132_origenes_contra_celsum_ii_par9_b_en,sc132_origenes_contra_celsum_ii_par9_b,CC II 9_b (English),CC II 9_b,1,0.6,Ταῦτα δέ φαμεν οὐ χωρίζοντες τὸν υἱὸν τοῦ θεοῦ ἀπὸ τοῦ Ἰησοῦ · ἓν γὰρ μάλιστα μετὰ τὴν οἰκονομίαν γεγένηται πρὸς τὸν λόγον τοῦ θεοῦ ἡ ψυχὴ καὶ τὸ σῶμα Ἰησοῦ. Εἰ γὰρ κατὰ τὴν Παύλου,"We say these things not separating the Son of God from Jesus; for the soul and body of Jesus have become one especially with the Word of God since the dispensation. For if, accordi"
5274a238-8a8c-42ab-8209-e43d951955f9,sc132_origenes_contra_celsum_praef_par1_en,sc132_origenes_contra_celsum_praef_par1,CC Praef. 1 (English),CC Praef. 1,1,0.61,"1. [Ὁ μὲν σωτὴρ καὶ κύριος ἡμῶν Ἰησοῦς Χριστὸς ψευδομαρτυρούμενος μὲν « ἐσιώπα » κατηγορούμενος δὲ « οὐδὲν ἀπεκρίνετο »], πειθόμενος πάντα τὸν βίον ἑαυτοῦ καὶ τὰς ἐν Ἰουδαίοις πράξ","1. Our Saviour and Lord Jesus Christ, when falsely accused, 'held his peace,' and when charged, 'answered nothing' — persuaded that his entire life and actions among the Jews were "
c8c1c519-c35d-43a0-a814-f049dad6c80b,sc132_origenes_contra_celsum_praef_par4_en,sc132_origenes_contra_celsum_praef_par4,CC Praef. 4 (English),CC Praef. 4,1,0.19,"4. Καὶ ἀληθῶς ἄξιον μὲν ἡμᾶς σεμνύνεσθαι ἐπὶ θλίψει μὴ χωριζούσῃ ἢ τοῖς ἑξῆς αὐτῇ κατειλεγμένοις, οὐχὶ δὲ Παῦλον καὶ τοὺς ἀποστόλους, καὶ εἴ τις ἐκείνοις γέγονε παραπλήσιος, διὰ τὸ","4. And truly it is right for us to boast in tribulation that does not separate us, or in the things listed after it — but not so for Paul and the apostles, and whoever has become s"
cc0076ab-aa0a-449f-b0a5-326596ddd464,sc132_origenes_contra_celsum_praef_par3_en,sc132_origenes_contra_celsum_praef_par3,CC Praef. 3 (English),CC Praef. 3,1,0.51,3. Τολμῶ μὲν οὖν καί φημι ὅτι ἣν ἀξιοῖς ποιήσασθαι ἡμᾶς ἀπολογίαν ὑπεκλύει τὴν ἐν τοῖς πράγμασιν ἀπολογίαν καὶ τὴν ἐπιφανῆ τοῖς οὐκ ἀναισθήτοις δύναμιν τοῦ Ἰησοῦ. Ὅμως δ' ἵνα μὴ δο,"3. I therefore venture to say that the defence which you think we ought to make undermines the defence that lies in the facts themselves, and the manifest power of Jesus that is vi"
7ab41af3-75b0-4b04-9aa5-8baed7b4c8fb,sc132_origenes_contra_celsum_praef_par5_en,sc132_origenes_contra_celsum_praef_par5,CC Praef. 5 (English),CC Praef. 5,1,0.56,"5. [Ὁ] μὲν οὖν [Παῦλος συνιδὼν ὅτι ἔστιν ἐν φιλοσοφίᾳ ἑλληνικῇ οὐκ εὐκαταφρόνητα] τοῖς πολλοῖς πιθανά, [παρισ-τάντα τὸ ψεῦδος ὡς ἀλήθειαν], φησὶν ἐπ' ἐκείνοις τό · [« Βλέπετε, μή τ","5. Now Paul, perceiving that in Greek philosophy there are things not to be lightly dismissed that are persuasive to many, presenting falsehood as truth, says concerning those thin"
9c232c60-1d9c-4655-b017-32c56323eedd,sc132_origenes_contra_celsum_ii_par9_en,sc132_origenes_contra_celsum_ii_par9,CC II 9 (English),CC II 9,1,0.21,"9. Μετὰ ταῦτά φησιν ὁ Ἰουδαῖος · Πῶς δ' ἐμέλλομεν τοῦτον νομίζειν θεόν, ὃς τά τε ἄλλα, ὥσπερ ἐπηκούετο, οὐδὲν ὧν ἐπηγγέλλετο ἐπεδείκνυτο, καὶ ἐπειδὴ ἡμεῖς ἐλέγξαντες αὐτὸν καὶ κατα","9. After this the Jew says: 'How were we to regard this man as a God, who, in other respects as was reported, performed none of the things he had promised, and who, when we had con"
cd72eb8e-23c2-4e6a-9354-2b5031bc2047,sc132_origenes_contra_celsum_praef_par2_en,sc132_origenes_contra_celsum_praef_par2,CC Praef. 2 (English),CC Praef. 2,1,0.73,"2. Καὶ γὰρ θαυμασμοῦ ἄξιον ἦν παρὰ τοῖς καὶ μετρίως φρονεῖν δυναμένοις τὸ τὸν κατηγορούμενον καὶ ψευδομαρ-τυρούμενον, δυνάμενον ἀπολογήσασθαι καὶ παραστῆσαι ἑαυτὸν οὐδενὶ ἔνοχον ἐγ",2. For it would have been worthy of admiration by those capable of moderate understanding that the accused and falsely charged person — who was able to offer a defence and to prese
2d65f364-d298-40b1-bd7f-d92cba9823e4,sc136_origenes_contra_celsum_iii_par14_en,sc136_origenes_contra_celsum_iii_par14,CC III 14 (English),CC III 14,1,0.58,"14. Μετὰ ταῦτά φησι · Θαυμασιώτερον μὴν τὸ σύνθημα αὐτῶν τοσῷδε, ὅσῳ γε μᾶλλον ἐξ οὐδεμιᾶς ὑποθέσεως ἀξιόχρεω συνεστὸς ἐλέγχοιτο. Ἀλλ' ἔστιν ἀξιόχρεως ὑπόθεσις ἡ στάσις καὶ ἡ δι' α","14. After this he says: 'Their agreement is all the more marvellous, insofar as it appears to have been formed on no worthy basis.' But there is a worthy basis — namely, the steadf"
ab7588c4-dbdc-4798-ab64-553d59717507,sc136_origenes_contra_celsum_iii_par10_en,sc136_origenes_contra_celsum_iii_par10,CC III 10 (English),CC III 10,1,0.36,"10. Ὅρα δὲ καὶ τί φησιν εἶναι τούτου τεκμήριον · ὅτι ἀρχόμενοι μέν, φησίν, ὀλίγοι τε ἦσαν καὶ ἓν ἐφρόνουν · εἰς πλῆθος δὲ σπαρέντες αὖθις αὖ τέμνονται καὶ σχίζονται καὶ στάσεις ἰδί","10. Consider also what he says is a proof of this: that 'at the beginning,' he says, 'they were few and of one mind; but when they had spread to a multitude they again split and di"
cccea9e7-9607-4311-b805-4d7141870257,sc136_origenes_contra_celsum_iii_par15_en,sc136_origenes_contra_celsum_iii_par15,CC III 15 (English),CC III 15,1,0.16,15. Ὅτι δὲ οὐδὲ τὸ <τῶν> ἔξωθεν δέος τὸ σύνθημα ἡμῶν διακρατεῖ δῆλον ἐκ τοῦ καὶ τοῦτο βουληθέντος θεοῦ πεπαῦσθαι ἤδη χρόνῳ πλείονι. Καὶ εἰκὸς παύσεσθαι τὸ ὡς πρὸς τὸν βίον τοῦτον τ,"15. That the fear of those without does not maintain our agreement is clear from the fact that God, having willed it, has already for a long time brought this persecution to an end"
1606e974-f680-4015-ae10-4ad3b4e94c3a,sc132_origenes_contra_celsum_praef_par6_en,sc132_origenes_contra_celsum_praef_par6,CC Praef. 6 (English),CC Praef. 6,1,0.72,6. [Τοῦτο δὲ τὸ προοίμιον μετὰ τὸ ὑπαγορεῦσαι πάντα] τὰ μέχρι τῆς παρὰ Κέλσῳ τοῦ Ἰουδαίου πρὸς τὸν Ἰησοῦν προσωποποιΐας [ἔδοξεν ἡμῖν προτάξαι τῆς ἀρχῆς] · ἵν'αὐτῷ προεντυγχάνῃ ὁ ἀν,6. This preface it seemed good to us to place at the beginning after having dictated everything up to the passage in Celsus where the Jew addresses Jesus in his persona — in order 
c7e13f2d-dc3c-4b79-bba1-94f44906a812,sc136_origenes_contra_celsum_iii_par16_en,sc136_origenes_contra_celsum_iii_par16,CC III 16 (English),CC III 16,1,0.7,"16. Ποῖα δὲ παντοδαπὰ ἐπισπώμεθα ἢ τίνα συμπλάσσομεν δείματα, ὡς ἀναποδείκτως γράφει ὁ Κέλσος, παραστησάτω ὁ βουλόμενος. Εἰ μὴ ἄρα τὴν περὶ δικαστοῦ θεοῦ καὶ δικα-ζομένων ἀνθρώπων ","16. What 'manifold terrors' do we attract, or what 'shapes of terror' do we fabricate, as Celsus writes without proof? Let whoever wishes demonstrate this. Unless indeed Celsus wis"
4692bffe-f5d5-4855-a5f3-3d74741f3fc0,sc136_origenes_contra_celsum_iii_par13_en,sc136_origenes_contra_celsum_iii_par13,CC III 13 (English),CC III 13,1,0.7,"13. Εἰ δὲ ταῦτ' ἔχει ἀκολουθίαν, πῶς οὐχὶ ὁμοίως ἀπολογησόμεθα καὶ περὶ τῶν ἐν Χριστιανοῖς αἱρέσεων ; Περὶ ὧν πάνυ θαυμασίως ὁ Παῦλος εἰρηκέναι μοι δοκεῖ τό · « Δεῖ γὰρ καὶ αἱρέσει","13. And if these things follow logically, why shall we not equally offer a defence for the heresies among Christians? Concerning which Paul seems to me to have spoken most admirabl"
e8121481-2081-410a-b006-e74b8d9b599d,sc132_origenes_contra_celsum_ii_par58_en,sc132_origenes_contra_celsum_ii_par58,CC II 58 (English),CC II 58,1,0.56,58. Ἐπεὶ δὲ μεθ' ἃς παρέθετο ὁ Ἰουδαῖος ἱστορίας ἑλληνικὰς περὶ τῶν ὡσανεὶ τερατευσαμένων καὶ περὶ τῶν ὡς ἀναστάντων ἐκ νεκρῶν φησι πρὸς τοὺς ἀπὸ Ἰουδαίων τῷ Ἰησοῦ πιστεύοντας · Ἢ ,"58. Since, after the Greek stories he cited about those who as it were performed wonders and about those who allegedly rose from the dead, the Jew in Celsus says to those from the "
fc237e9d-ab63-4f32-b1af-aed529d75ccb,sc132_origenes_contra_celsum_ii_par68_en,sc132_origenes_contra_celsum_ii_par68,CC II 68 (English),CC II 68,1,0.26,"68. Ἴδωμεν δὲ τίνα τρόπον φησὶν ὁ παρὰ τῷ Κέλσῳ Ἰουδαῖος ὅτι εἰ δ' οὖν τό γε τοσοῦτον [ ὤφειλεν εἰς ἐπίδειξιν ] θεότητος, [ ἀπὸ τοῦ σκόλοπος ] γοῦν εὐθὺς [ ἀφανὴς γενέσθαι.] Καὶ το","68. Let us see in what manner the Jew in Celsus says: 'If then he ought at least to that extent to have shown his divinity, he should at once from the cross have made himself invis"
92444d9f-9547-4d0f-8b0b-d107944934a3,sc136_origenes_contra_celsum_iii_par2_en,sc136_origenes_contra_celsum_iii_par2,CC III 2 (English),CC III 2,1,0.18,"2. Λεγέτωσαν δὴ ἡμῖν ὁ Κέλσος καὶ οἱ ἀρεσκόμενοι τοῖς καθ' ἡμῶν ὑπ' αὐτοῦ λεγομένοις, εἰ ὄνου σκιᾷ ἔοικε τὸ προειρηκέναι τοὺς Ἰουδαίων προφήτας τόπον γενέσεως τοῦ ἡγησομένου τῶν κα",2. Let Celsus and those who are pleased with what he says against us tell us whether the prophets of the Jews having foretold the place of birth of the one who would rule over thos
c464a864-ccd2-4245-a17a-7ca34685d8c3,sc136_origenes_contra_celsum_iii_par17_en,sc136_origenes_contra_celsum_iii_par17,CC III 17 (English),CC III 17,1,0.35,17. Παραβάλλειν δὲ τὰ τῆς πίστεως ἡμῶν τοῖς Αἰγυπτίων θέλει πράγμασι · Παρ' οἷς προσιόντι μέν ἐστι λαμπρὰ τεμένη καὶ ἄλση καὶ προπυλαίων μεγέθη τε καὶ κάλλη καὶ νεῲ θαυμάσιοι καὶ σ,"17. He wishes to compare the matters of our faith with those of the Egyptians: 'Among whom, when one approaches, there are splendid precincts and groves and great and beautiful gat"
5e0f8b7f-78ad-47d3-8789-581f22477edf,sc136_origenes_contra_celsum_iii_par1_en,sc136_origenes_contra_celsum_iii_par1,CC III 1 (English),CC III 1,1,0.66,"1. Ἐν μὲν τῷ πρώτῳ τῶν πρὸς τὴν ἀλαζόνα ἐπιγραφὴν Κέλσου, ἐπιγράψαντος ἀληθῆ λόγον τὸ καθ' ἡμῶν αὐτῷ συνταχθὲν βιβλίον, ὡς προσέταξας, κατὰ δύναμιν, πιστότατε Ἀμβρόσιε, διειλήφαμεν","1. In the first of our books against Celsus's work — bearing the arrogant title 'The True Word,' which he composed against us — we dealt, as you commanded, most faithful Ambrosius,"
8e9e6e46-80f1-485c-a766-a6775345eadf,sc132_origenes_contra_celsum_ii_par79_en,sc132_origenes_contra_celsum_ii_par79,CC II 79 (English),CC II 79,1,0.68,"79. Εἶτ' ἐπίλογος τοῦ Ἰουδαίου ἐπὶ τούτοις πᾶσί φησι περὶ τοῦ Ἰησοῦ · Ἐκεῖνος μὲν οὖν ἄνθρωπος ἦν, καὶ τοιοῦτος, οἷον αὐτὸ τὸ ἀληθὲς ἐμφανίζει καὶ ὁ λόγος δείκνυσιν. Οὐκ οἶδα δὲ εἰ","79. Then the Jew's epilogue upon all these things says concerning Jesus: 'He then was a man, and such a man as the very truth reveals and reason demonstrates.' But I do not know wh"
830457d4-1979-4c2e-add3-e067ce5f80df,sc136_origenes_contra_celsum_iii_par11_en,sc136_origenes_contra_celsum_iii_par11,CC III 11 (English),CC III 11,1,0.67,"11. Φησὶ δὲ καὶ ὅτι ἓν ἐφρόνουν πάντες, οὐδ' ἐν τούτῳ ὁρῶν ὅτι ἀρχῆθεν περὶ τὴν ἐν τοῖς πεπιστευμένοις θείοις εἶναι βιβλίοις ἐκδοχὴν γεγόνασι διαφωνίαι τῶν πιστευόντων. Ἔτι γοῦν τῶ","11. He also says that they all 'were of one mind,' not seeing even in this that from the very beginning there were disagreements among believers concerning the interpretation of th"
d90efc3a-f861-442e-86bd-12e7a1a8b54c,sc136_origenes_contra_celsum_iii_par12_en,sc136_origenes_contra_celsum_iii_par12,CC III 12 (English),CC III 12,1,0.7,12. {Εἶτ' ἐπεὶ ὡς κατηγορῶν τοῦ λόγου τὰ περὶ τῶν ἐν χριστιανισμῷ αἱρέσεων ὀνειδίζει ἡμῖν λέγων · εἰς πλῆθος δὲ σπαρέντες αὖθις αὖ σχίζονται καὶ τέμνονται καὶ στάσεις ἰδίας ἔχειν ἕ,"12. Then since he reproaches us as one attacking the faith, concerning the sects in Christianity, saying: 'When they have spread to a multitude they again split and divide and each"
8c16e1fa-12f5-4c8b-996b-a23b651c4740,sc136_origenes_contra_celsum_iv_par12_en,sc136_origenes_contra_celsum_iv_par12,CC IV 12 (English),CC IV 12,1,0.62,"12. Πότερον μὲν οὖν εἰσι περίοδοι καὶ κατὰ περιόδους κατακλυσμοὶ ἢ ἐκπυρώσεις, ἢ μὴ εἰσί, καὶ εἰ ἐπισταται καὶ ταῦθ' ὁ λόγος, ἐν πολλοῖς μὲν καὶ ἐν οἷς δὲ Σολομών φησι · « Τί τὸ γε","12. Whether there are cycles and according to cycles floods and conflagrations, or whether there are not — and whether the Word has a grasp of these things too, in many places incl"
d31f1be4-0a8d-456a-956a-fe2218b7218c,sc136_origenes_contra_celsum_iv_par14_en,sc136_origenes_contra_celsum_iv_par14,CC IV 14 (English),CC IV 14,1,0.44,"14. Ἴδωμεν δὲ καὶ ἅπερ ἑξῆς φησιν ὁ Κέλσος μετὰ μεγάλης ἐπαγγελίας τοῦτον τὸν τρόπον · Ἔτι δέ, φησίν, ἄνωθεν πλείοσιν ἀποδείξεσιν ἀναλάβωμεν τὸν λόγον. Λέγω δὲ οὐδὲν καινὸν ἀλλὰ πά","14. Let us also see what Celsus says next, with great pretension, after this manner: 'Come then,' he says, 'let us take up the argument again from above with more ample demonstrati"
4034c06f-c796-4571-8db1-fd3a9941ae41,sc136_origenes_contra_celsum_iv_par15_en,sc136_origenes_contra_celsum_iv_par15,CC IV 15 (English),CC IV 15,1,0.61,"15. Τὸ δὲ καταβεβηκὸς εἰς ἀνθρώπους « ἐν μορφῇ θεοῦ » ὑπῆρχε καὶ διὰ φιλανθρωπίαν « ἑαυτὸν ἐκένωσεν », ἵνα χωρηθῆναι ὑπ' ἀνθρώπων δυνηθῇ. Οὐ δή που δ' ἐξ ἀγαθοῦ εἰς κακὸν γέγονεν α","15. But that which descended among men was 'in the form of God,' and 'emptied himself' out of love for humanity, that he might be capable of being received by human beings. It was "
000373d9-fad9-4904-a66b-8d20778028a4,sc136_origenes_contra_celsum_iv_par10_en,sc136_origenes_contra_celsum_iv_par10,CC IV 10 (English),CC IV 10,1,0.68,"10. Μετὰ ταῦτα πάλιν, ὡς σύνηθές ἐστιν αὐτῷ, μηδὲν κατασκευάσας μηδ' ἀποδείξας ὁ Κέλσος, ὡσπερεὶ οὐχ ὁσίως ἡμῶν οὐδ' εὐαγῶς περὶ τοῦ θεοῦ θρυλούντων, φησίν · Ὅτι μὲν οὖν οὐχ ὁσίως ","10. After this, Celsus, as is his habit, having established and proved nothing, says as if we were speaking impiously and irreverently about God: 'It is evident, then, that they do"
6d97274f-a0bd-4f42-b184-f7992e6c2c39,sc136_origenes_contra_celsum_iv_par18_en,sc136_origenes_contra_celsum_iv_par18,CC IV 18 (English),CC IV 18,1,0.67,"18. Προσδιατρίβων δ' ὁ Κέλσος οἷς οὐ νενόηκεν αἴτιος ἡμῖν γίνεται ταυτολογίας, οὐ βουλομένοις κἂν τῷ δοκεῖν ἀβασάνιστον τῶν ὑπ' αὐτοῦ λελεγμένων τι καταλελοιπέναι. Φησὶν οὖν ἑξῆς ὅ","18. Since Celsus dwells upon things he has not understood, he becomes the cause of our repetition, as we do not wish even in appearance to have left anything he has said unexamined"
d184258d-bebf-47f6-9aab-7c9c15f4d066,sc136_origenes_contra_celsum_iv_par11_en,sc136_origenes_contra_celsum_iv_par11,CC IV 11 (English),CC IV 11,1,0.2,"11. Μετὰ ταῦτα βουλόμενος ἡμᾶς παραδεῖξαι μηδὲν παράδοξον μηδὲ καινὸν λέγειν περὶ κατακλυσμοῦ ἢ ἐκπυ-ρώσεως, ἀλλὰ καὶ παρακούσαντας τῶν παρ' Ἕλλησιν ἢ βαρβάροις περὶ τούτων λεγομέν","11. After this, wishing to show that we say nothing paradoxical or new concerning the flood or conflagration, but that we have misheard what is said among the Greeks or barbarians "
46626a75-2386-4812-bde3-637f1c121e19,sc136_origenes_contra_celsum_iv_par19_en,sc136_origenes_contra_celsum_iv_par19,CC IV 19 (English),CC IV 19,1,0.31,"19. Ἄλλοι μὲν οὖν διδότωσαν τῷ Κέλσῳ ὅτι οὐ μεταβάλλει μέν, ποιεῖ δὲ τοὺς ὁρῶντας δοκεῖν αὐτὸν μεταβεβληκέναι · ἡμεῖς δὲ πειθόμενοι οὐ δόκησιν ἀλλ' ἀλήθειαν εἶναι καὶ ἐνάργειαν κατ","19. Let others concede to Celsus that he does not himself change but causes those who see him to think he has changed; but we, persuaded that the coming of Jesus among men was not "
