edge_id,translation_id,original_id,translation_label,original_label,p_same_content,coverage_choice,original_excerpt,translation_excerpt
ac9acd11-61e9-4303-a586-80dd9c2d410f,sc53bis_hermas_pastor_chap22_en,sc53bis_hermas_pastor_chap22,"Hermas, Past. 22 (English)","Hermas, Past. 22",0.01,not_translation,"[Ὅρασις δʹ.]  1. Ἣν εἶδον, ἀδελφοί, μετὰ ἡμέρας εἴκοσι τῆς προτέρας ὁράσεως τῆς γενομένης, εἰς τύπον τῆς θλίψεως τῆς ἐπερχο-μένης. 2. Ὑπῆγον εἰς ἀγρὸν τῇ ὁδῷ τῇ καμπανῇ. Ἀπὸ τῆς ὁδ","This chapter records the first commandment given by the Angel of Repentance: above all things, believe that there is one God who created and ordered all things, who made everything"
70f6ae7e-68e5-4a5b-aac8-adc6d5fc0f40,sc53bis_hermas_pastor_chap23_en,sc53bis_hermas_pastor_chap23,"Hermas, Past. 23 (English)","Hermas, Past. 23",0.01,not_translation,"1. Μετὰ δὲ τὸ παρελθεῖν με τὸ θηρίον καὶ προελθεῖν ὡσεὶ πόδας λʹ, ἰδού, ὑπαντᾷ μοι παρθένος κεκοσμημένη ὡς ἐκ νυμφῶνος ἐκπορευομένη, ὅλη ἐν λευκοῖς καὶ ὑποδήμασιν λευ-κοῖς, κατακεκ","The second commandment concerns simplicity and innocence of heart. The angel instructs Hermas to be simple and guileless, and then he and his household will be pure. Guard your sim"
5f3d223c-14bc-4edf-a479-d7fc3d0c5bb7,sc53bis_hermas_pastor_chap41_en,sc53bis_hermas_pastor_chap41,"Hermas, Past. 41 (English)","Hermas, Past. 41",0.01,not_translation,"1. Ἄκουε οὖν, φησίν, ἀνόητε, πῶς ἡ λύπη ἐκτρίβει τὸ πνεῦμα τὸ ἅγιον καὶ πάλιν σώζει · 2. ὅταν ὁ δίψυχος ἐπι-βάληται πρᾶξίν τινα καὶ ταύτης ἀποτύχῃ διὰ τὴν διψυχίαν αὐτοῦ, ἡ λύπη αὕ",The fourth parable (Similitude IV) presents the vision of a luxuriant vine entwined around a dried elm tree. The vine's tendrils have spread throughout the elm and its fruit hangs 
a7392eef-4e82-44db-8aee-0a2aedaccc63,sc53bis_hermas_pastor_chap42_en,sc53bis_hermas_pastor_chap42,"Hermas, Past. 42 (English)","Hermas, Past. 42",0.01,not_translation,"1. Ἔνδυσαι οὖν τὴν ἱλαρότητα, τὴν πάντοτε ἔχουσαν χάριν παρὰ τῷ θεῷ καὶ εὐπρόσδεκτον οὖσαν αὐτῷ, καὶ ἐντρύ-φα ἐν αὐτῇ. Πᾶς γὰρ ἱλαρὸς ἀνὴρ ἀγαθὰ ἐργάζεται καὶ ἀγαθὰ φρονεῖ καὶ κατα","The fifth parable (Similitude V), first part, presents the parable of the vineyard and the slave entrusted with fasting. A wealthy man possesses a vineyard and entrusts its care to"
e5e3220c-7c4a-42bf-b763-b431bc6f8484,sc53bis_hermas_pastor_chap43_en,sc53bis_hermas_pastor_chap43,"Hermas, Past. 43 (English)","Hermas, Past. 43",0.01,not_translation,"[Ἐντολὴ ιαʹ.]  1. Ἔδειξέ μοι ἐπὶ συμψελίου καθημένους ἀνθρώπους καὶ ἕτερον ἄνθρωπον καθήμενον ἐπὶ καθέδραν, καὶ λέγει μοι · Βλέ-πεις τοὺς ἐπὶ τοῦ συμψελίου καθημένους ; Βλέπω, φημί","The fifth parable continues with the allegorical interpretation. The master of the vineyard represents God the Father; the vineyard, the people of God; the fence, the commandments;"
6b50055d-0f65-4224-b4a8-cbfcd9a3e9f5,sc53bis_hermas_pastor_chap44_en,sc53bis_hermas_pastor_chap44,"Hermas, Past. 44 (English)","Hermas, Past. 44",0.01,not_translation,"[Ἐντολὴ ιβʹ.]  1. Λέγει μοι · Ἆρον ἀπὸ σεαυτοῦ · πᾶσαν ἐπιθυμίαν πονηράν, ἔνδυσαι δὲ τὴν ἐπιθυμίαν τὴν ἀγαθὴν καὶ σεμνήν · ἐνδεδυμένος γὰρ τὴν ἐπιθυμίαν ταύτην μισήσεις τὴν πονηρὰν","The fifth parable, third section, discusses the relationship between fasting and righteous action. Hermas is taught that the fast God truly accepts is not merely the abstinence fro"
22b31a52-e6b0-43a1-90d5-8ef7b4e8998a,sc53bis_hermas_pastor_chap46_en,sc53bis_hermas_pastor_chap46,"Hermas, Past. 46 (English)","Hermas, Past. 46",0.01,not_translation,"1. Ἤθελον, φημί, κύριε, γνῶναι, ποίοις τρόποις με δεῖ δουλεῦσαι τῇ ἐπιθυμίᾳ τῇ ἀγαθῇ. Ἄκουε, φησίν · ἔργασαι δικαιοσύνην καὶ ἀρετήν, ἀλήθειαν καὶ φόβον κυρίου, πίστιν καὶ πραότητα ","The sixth parable continues, explaining the lengths of time that different kinds of sinners spend under the rod of the punishing angel. Those who have given themselves over to luxu"
b3f22b5c-5408-4b75-80f1-ffaee6467653,sc53bis_hermas_pastor_chap50_en,sc53bis_hermas_pastor_chap50,"Hermas, Past. 50 (English)","Hermas, Past. 50",0.01,not_translation,"1. Λέγει μοι · Οἴδατε, φησίν, ὅτι ἐπὶ ξένης κατοικεῖτε ὑμεῖς οἱ δοῦλοι τοῦ θεοῦ · ἡ γὰρ πόλις ὑμῶν μακράν ἐστιν ἀπὸ τῆς πόλεως ταύτης · εἰ οὖν οἴδατε, φησί, τὴν πόλιν ὑμῶν, ἐν ᾗ μέ",The eighth parable continues with the examination of the branches returned by each person. The angel of repentance calls the people forward and examines the branches they return. S
ecd711e9-8335-4d37-b233-9302b7ee3805,sc53bis_hermas_pastor_chap56_en,sc53bis_hermas_pastor_chap56,"Hermas, Past. 56 (English)","Hermas, Past. 56",0.01,not_translation,"1. Λέγω αὐτῷ · Κύριε, ἐγὼ ταύτας τὰς παραβολὰς οὐ γινώσκω οὐδὲ δύναμαι νοῆσαι αὐτάς, ἐὰν μή μοι ἐπιλύσῃς αὐτάς. 2. Πάντα σοι ἐπιλύσω, φησί, καὶ ὅσα ἂν λαλήσω μετὰ σοῦ δείξω σοι · τ",The ninth parable continues with a detailed description of the construction of the tower on the great white rock. The six young men direct the building while ten thousand others ca
3733f1ef-5c4c-4cc8-88cc-d815b35a86b1,sc53bis_hermas_pastor_chap58_en,sc53bis_hermas_pastor_chap58,"Hermas, Past. 58 (English)","Hermas, Past. 58",0.01,not_translation,"1. Εἶπόν σοι, φησί, καὶ ἄρτι, ὅτι πανοῦργος εἶ καὶ αὐθάδης, ἐπερωτῶν τὰς ἐπιλύσεις τῶν παραβολῶν. Ἐπεὶ δὲ οὕτως παράμονος εἶ σύ, ἐπιλύσω σοι τὴν παραβολὴν τοῦ ἀγροῦ καὶ τῶν λοιπῶν ",The ninth parable contains a passage in which Hermas is invited by the twelve virgins — who represent the holy virtues — to spend the night with them in preparation for further rev
a25e80a1-110b-488f-9577-5e7578b80906,sc53bis_hermas_pastor_chap59_en,sc53bis_hermas_pastor_chap59,"Hermas, Past. 59 (English)","Hermas, Past. 59",0.01,not_translation,"1. Ἄκουε, φησίν, εἰς δούλου τρόπον οὐ κεῖται ὁ υἱὸς τοῦ θεοῦ, ἀλλ' εἰς ἐξουσίαν μεγάλην κεῖται καὶ κυριότητα. Πῶς, φημί, κύριε, οὐ νοῶ. 2. Ὅτι, φησίν, ὁ θεὸς τὸν ἀμπελῶνα ἐφύτευσε,",The ninth parable continues with the revelation of the meaning of the twelve mountains surrounding the plain. The first mountain — black as soot — represents those who apostasized 
b148ac52-0556-4b97-a17f-0c9434041a22,sc53bis_hermas_pastor_chap57_en,sc53bis_hermas_pastor_chap57,"Hermas, Past. 57 (English)","Hermas, Past. 57",0.01,not_translation,"1. Ἐδεήθην αὐτοῦ πολλά, ἵνα μοι δηλώσῃ τὴν παραβολὴν τοῦ ἀγροῦ καὶ τοῦ δεσπότου καὶ τοῦ ἀμπελῶνος καὶ τοῦ δού-λου τοῦ χαρακώσαντος τὸν ἀμπελῶνα καὶ τῶν χαράκων καὶ τῶν βοτανῶν τῶν ",The ninth parable continues with further details of the tower's construction. The six builders examine all the stones offered for the building. Those that are round — representing 
07917622-8d71-4b62-8152-828a4dfe1a72,sc53bis_hermas_pastor_chap62_en,sc53bis_hermas_pastor_chap62,"Hermas, Past. 62 (English)","Hermas, Past. 62",0.01,not_translation,"1. Λέγει μοι · Βλέπεις, φησίν, τὸν ποιμένα τοῦτον ; Βλέπω, φημί, κύριε. Οὗτος, φησίν, ἐστὶν ἄγγελος τρυφῆς καὶ ἀπάτης. Οὗτος ἐκτρίβει τὰς ψυχὰς τῶν δούλων τοῦ θεοῦ τῶν κενῶν καὶ κα","The ninth parable continues with an account of the Son of God inspecting the tower. A great and glorious man, the Lord of the whole building, arrives to inspect the tower. He exami"
810a9219-5dae-4921-841e-0f536adb0359,sc53bis_hermas_pastor_chap64_en,sc53bis_hermas_pastor_chap64,"Hermas, Past. 64 (English)","Hermas, Past. 64",0.01,not_translation,"1. Λέγω αὐτῷ · Κύριε, ἔτι μοι, φημί, τοῦτο δήλωσον. Τί, φησίν, ἐπιζητεῖς ; Εἰ ἄρα, φημί, κύριε, τὸν αὐτὸν χρόνον βασανίζονται οἱ τρυφῶντες καὶ ἀπατώμενοι, ὅσον τρυφῶσι καὶ ἀπατῶντα","The ninth parable continues as Hermas seeks clarification about what the tower means, who the man is who inspects it, and who the virgins are that accompany the stones. The angel t"
427f546f-1027-4419-9bf7-2d6af7d54540,sc53bis_hermas_pastor_chap66_en,sc53bis_hermas_pastor_chap66,"Hermas, Past. 66 (English)","Hermas, Past. 66",0.01,not_translation,"[Παραβολὴ ζʹ.]  1. Μετὰ ἡμέρας ὀλίγας εἶδον αὐτὸν εἰς τὸ πεδίον τὸ αὐτό, ὅπου καὶ τοὺς ποιμένας ἑωράκειν, καὶ λέγει μοι · Τί ἐπιζητεῖς ; Πάρειμι, φημί, κύριε, ἐρωτῆσαί σε ἵνα τὸν π",The ninth parable continues with a question from Hermas about those virgins and other young women who stand outside the tower in darkness. These are identified as the corresponding
e924de71-039f-46fa-80d4-02491f4d0117,sc53bis_hermas_pastor_chap61_en,sc53bis_hermas_pastor_chap61,"Hermas, Past. 61 (English)","Hermas, Past. 61",0.01,not_translation,"[Παραβολὴ ϛʹ.]  1. Καθήμενος ἐν τῷ οἴκῳ μου καὶ δοξάζων τὸν κύριον περὶ πάντων ὧν ἑωράκειν καὶ συζητῶν περὶ τῶν ἐντολῶν, ὅτι καλαὶ καὶ δυναταὶ καὶ ἱλαραὶ καὶ ἔνδοξοι καὶ δυνάμεναι ",The ninth parable continues with the explanation of the eighth through twelfth mountains. The eighth mountain — covered with springs from which every created thing drank — represen
a217465c-a6d2-4b59-8e21-206392da0eea,sc53bis_hermas_pastor_chap65_en,sc53bis_hermas_pastor_chap65,"Hermas, Past. 65 (English)","Hermas, Past. 65",0.01,not_translation,"1. Ἐπεί, φημί, κύριε, οὐ νενόηκα ὅλως τοὺς χρόνους τῆς ἀπάτης καὶ τρυφῆς καὶ βασάνου, δηλαυγέστερόν μοι δήλωσον. 2. Ἀποκριθείς μοι λέγει · Ἡ ἀφροσύνη σου παράμονός ἐστι, καὶ οὐ θέλ","The ninth parable addresses Hermas's question about the name of the Son of God. The angel answers that the Son of God has many names, each deriving from his various works and gifts"
7de846d9-4c88-4835-b4b0-9f2b01a7ed8f,sc53bis_hermas_pastor_chap67_en,sc53bis_hermas_pastor_chap67,"Hermas, Past. 67 (English)","Hermas, Past. 67",0.01,not_translation,"[Παραβολὴ ηʹ.]  1. Ἔδειξέ μοι ἰτέαν σκεπάζουσαν πεδία καὶ ὄρη, καὶ ὑπὸ τὴν σκέπην τῆς ἰτέας πάντες ἐληλύθεισαν οἱ κεκλημένοι ἐν ὀνόματι κυρίου. 2. Εἱστήκει δὲ ὁ ἄγγελος τοῦ κυρίου ","The ninth parable explains why the stones drawn from the deep waters shine so brilliantly when placed in the tower. Hermas asks this question, and the angel tells him that these st"
b2a8204e-92d3-4cad-b183-a6f4bfeebcb6,sc53bis_hermas_pastor_chap51_en,sc53bis_hermas_pastor_chap51,"Hermas, Past. 51 (English)","Hermas, Past. 51",0.01,not_translation,"[Ἄλλη παραβολή.]  1. Περιπατοῦντός μου εἰς τὸν ἀγρὸν καὶ κατανοοῦντος πτελέαν καὶ ἄμπελον καὶ διακρίνοντος περὶ αὐτῶν καὶ τῶν καρπῶν αὐτῶν, φανεροῦταί μοι ὁ ποιμὴν καὶ λέγει · Τί σ",The eighth parable continues with the examination of the returned branches and the sorting of the people. Those who submitted entirely withered and gnawed branches are found to be 
53cd3b5c-3393-4849-9c6b-55dfd6b8f64c,sc53bis_hermas_pastor_chap55_en,sc53bis_hermas_pastor_chap55,"Hermas, Past. 55 (English)","Hermas, Past. 55",0.01,not_translation,"1. Ἄκουε τὴν παραβολήν, ἣν μέλλω σοι λέγειν, ἀνήκουσαν τῇ νηστείᾳ. 2. Εἶχέν τις ἀγρὸν καὶ δούλους πολλοὺς καὶ εἰς μέρος τι τοῦ ἀγροῦ ἐφύτευσεν ἀμπελῶνα · ἐκλεξάμενος οὖν δοῦλόν τιν","The ninth parable (Similitude IX) opens with the angel bringing Hermas to Arcadia, to a place where there is a great plain surrounded by twelve mountains, each of a different chara"
74b841b6-baef-4222-a302-a22e05b6c62f,sc53bis_hermas_pastor_chap60_en,sc53bis_hermas_pastor_chap60,"Hermas, Past. 60 (English)","Hermas, Past. 60",0.01,not_translation,"1. Ηὐφράνθην, φημί, κύριε, ταύτην τὴν ἐπίλυσιν ἀκούσας. Ἄκουε νῦν, φησί · τὴν σάρκα σου ταύτην φύλασσε καθαρὰν καὶ ἀμίαντον, ἵνα τὸ πνεῦμα τὸ κατοικῆσαν ἐν αὐτῇ μαρτυρήσῃ αὐτῇ καὶ ",The ninth parable continues with the explanation of the fifth through eighth mountains. The fifth mountain — rough and covered with green plants — represents those who are faithful
75cafcc1-d33d-4450-9011-5640a9117497,sc53bis_hermas_pastor_chap8_en,sc53bis_hermas_pastor_chap8,"Hermas, Past. 8 (English)","Hermas, Past. 8",0.01,not_translation,"1. Ἀπεκαλύφθη δέ μοι, ἀδελφοί, κοιμωμένῳ ὑπὸ νεανίσκου εὐειδεστάτου λέγοντός μοι · Τὴν πρεσβυτέραν, παρ' ἧς ἔλαβες τὸ βιβλίδιον, τίνα δοκεῖς εἶναι ; ἐγώ φημι · Τὴν Σίβυλλαν. Πλα-νᾶ","The second commandment, here treated in its fuller dimension, concerns the avoidance of slander and the exercise of sincere generosity. Hermas is taught that the evil of slander is"
5281097c-d9fa-4cc9-84f4-28e023435b5c,sc53bis_hermas_pastor_chap88_en,sc53bis_hermas_pastor_chap88,"Hermas, Past. 88 (English)","Hermas, Past. 88",0.01,not_translation,"1. Λέγουσί μοι αἱ παρθένοι · Σήμερον ὁ ποιμὴν ὧδε οὐκ ἔρχεται. Τί οὖν, φημί, ποιήσω ἐγώ ; Μέχρις ὀψέ, φασίν, περί-μεινον αὐτόν · καὶ ἐὰν ἔλθῃ, λαλήσει μετὰ σοῦ, ἐὰν δὲ μὴ ἔλθῃ, μεν","The ninth parable continues with Hermas asking about the stones drawn from the very deep and placed in the foundation of the tower, which shine with an extraordinary luminosity. Th"
0f756516-2f37-48b5-b438-75d97edb1877,sc53bis_hermas_pastor_chap97_en,sc53bis_hermas_pastor_chap97,"Hermas, Past. 97 (English)","Hermas, Past. 97",0.01,not_translation,"1. Ἐκ δὲ τοῦ ὄρους τοῦ τρίτου τοῦ ἔχοντος ἀκάνθας καὶ τριβόλους οἱ πιστεύσαντες τοιοῦτοί εἰσιν. Ἐξ αὐτῶν οἱ μὲν πλούσιοι, οἱ δὲ πραγματείαις πολλαῖς ἐμπεφυρμένοι. Οἱ μὲν τρίβολοί ε",The ninth parable contains a passage in which the angel explains to Hermas the significance of the fact that the building of the tower was temporarily suspended while the stones be
8420e43c-1edf-4f57-b848-e90826c7e4cc,sc53bis_hermas_pastor_chap93_en,sc53bis_hermas_pastor_chap93,"Hermas, Past. 93 (English)","Hermas, Past. 93",0.01,not_translation,"1. Ἔτι μοι, φημί, κύριε, δήλωσον. Τί, φησίν, ἐπιζητεῖς ; Διατί, φημί, κύριε, οἱ λίθοι ἐκ τοῦ βυθοῦ ἀνέβησαν καὶ εἰς τὴν οἰκοδομὴν τοῦ πύργου ἐτέθησαν, πεφορηκότες τὰ πνεύματα ταῦτα",The ninth parable addresses Hermas's question about whether those who submitted withered and decayed branches can be restored. The angel gives a qualified answer: those whose branc
1d5a18d6-2f6a-47b0-a861-1e4ba4bdfa7e,sc53bis_hermas_pastor_chap73_en,sc53bis_hermas_pastor_chap73,"Hermas, Past. 73 (English)","Hermas, Past. 73",0.01,not_translation,"1. Ὅσοι δὲ ἡμιξήρους ἐπέδωκαν καὶ ἐν αὐταῖς σχισμὰς εἶχον, ἄκουε περὶ αὐτῶν. Ὅσων ἦσαν κατ' αὐτοὺς αἱ ῥάβδοι ἡμίξηροι, δίψυχοί εἰσιν · οὔτε γὰρ ζῶσιν οὔτε τεθνήκασιν. 2. Οἱ δὲ ἡμιξ","The ninth parable describes those who came from the seventh mountain — the lush, abundantly watered, cheerful mountain covered with all manner of life — who returned flourishing br"
68a8c997-0f32-45b8-9937-35efca1b6a65,sc123_melito_peri_pascha_chap24_en,sc123_melito_peri_pascha_chap24,"Melito, PP 24 (English)","Melito, PP 24",0.02,not_translation,"Εἴ τις οὖν ἐψηλάφα τὸ σκότος, ὑπὲρ τοῦ θανάτου ἐξήγετο. Εἴ τις πρωτότοκος χειρὶ σκοτεινὸν σῶμα ἐναγκαλισά-μενος, τῇ ψυχῇ ἐκδειματωθεὶς οἰκτρὸν καὶ φοβερὸν ἀνε-βόησεν · « Τίνα κρατε","Israel, however, was guarded by the slaughter of the sheep and was in truth illuminated by the outpouring of the blood, and the death of the sheep became a wall for the people."
df981191-694d-4765-a0fc-b566bc41dd64,sc123_melito_peri_pascha_chap28_en,sc123_melito_peri_pascha_chap28,"Melito, PP 28 (English)","Melito, PP 28",0.02,not_translation,"Οἰμωγὴ δὲ καὶ κοπετὸς ἐπὶ τῇ τῶν ἀνθρώπων [ἀπω]-λείᾳ ἐγένετο, ἐπὶ τῇ τῶν πρωτοτόκων νε[κρῶν]. Ὅλη γὰρ ἐπώζεσεν Αἴγυπτος ἀπὸ τῶν ἀτάφων σωμάτων.","Therefore it was not the sheep alone that was valued, but it was valued on account of the Lord; nor was it the image of the sheep alone, but also the image of the Lord. The type (t"
1b3e7a06-45f6-4be0-9442-57560175f987,sc123_melito_peri_pascha_chap27_en,sc123_melito_peri_pascha_chap27,"Melito, PP 27 (English)","Melito, PP 27",0.02,not_translation,Μύκημα δὲ ἐν τοῖ[ς πεδίοις] τῆς γῆς ἠκούετο ἀ-ποδυρομ[ένων κτηνῶν] ἐπὶ τῶν τροφίμων αὐτῶν · κα[ὶ γὰρ] [δάμαλις] ὑπόμοσχος καὶ ἵππος ὑπόπωλ[ος καὶ τὰ] λοιπὰ κτήνη λοχευόμενα καὶ σ[π,"It is clear that you turned away when you saw the mystery (mysterion) of the Lord taking place in the sheep, the life of the Lord in the slaughter of the sheep, the type (typos) of"
67916203-d313-4795-9e49-06cc9af536f2,sc123_melito_peri_pascha_chap26_en,sc123_melito_peri_pascha_chap26,"Melito, PP 26 (English)","Melito, PP 26",0.02,not_translation,"Ἕτερος δέ τις πρωτότοκος, νοήσας τὴν τῶν πρωτοτό-κων ἅλωσιν, ἑαυτὸν ἀπηρνεῖτο, ἵνα μὴ θάνῃ πικρῶς · « Οὔκ εἰμι πρωτότοκος, τρί[τῳ γεγέννημαι] καρπῷ. » Ὁ δὲ ψευσθῆναι [μὴ δ]υνάμ[ενο","Tell me, O angel, what turned you away? The slaughter of the sheep or the life of the Lord? The death of the sheep or the type (typos) of the Lord? The blood of the sheep or the Sp"
05bbcbd5-c0e9-42cd-a210-88de0ed5f8d2,sc123_melito_peri_pascha_chap36_en,sc123_melito_peri_pascha_chap36,"Melito, PP 36 (English)","Melito, PP 36",0.02,not_translation,"<Εἰ μὴ> ἐπὶ προκατασκευῆς ἔργον οὐκ ἀνίσταται. Ἢ οὐ τὸ μέλλον διὰ τῆς τυπικῆς εἰκόνος ὁρᾶται ; Διὰ τοῦ-το δὴ τοῦ μέλλοντος γίνεται προκέντημα ἢ ἐκ κηροῦ ἢ ἐκ πηλοῦ ἢ ἐκ ξύλου, ἵνα ","What the mystery is, and what the type (typos), and what the reality (aletheia), you shall understand from what follows."
b257bfb4-48ff-4b31-bc66-2f80dc632215,sc123_melito_peri_pascha_chap33_en,sc123_melito_peri_pascha_chap33,"Melito, PP 33 (English)","Melito, PP 33",0.02,not_translation,"Δῆλος εἶ δυσωπηθεὶς εἰδὼν [τὸ] τοῦ κυρίου μυστήριον ἐν τῷ προβάτῳ γινόμενον, τὴν τοῦ κυρίου ζωὴν ἐν τῇ τοῦ προβάτου σφαγῇ, τὸν τοῦ κυρίου τύπον ἐν τῷ τοῦ προβάτου θανά[τῳ]. Διὰ τοῦ","He is all things: inasmuch as he judges, he is Law; inasmuch as he teaches, Word (Logos); inasmuch as he saves, Grace (Charis); inasmuch as he begets, Father; inasmuch as he is beg"
21131b26-05b0-4e44-9ccf-c2092a0da76a,sc123_melito_peri_pascha_chap47_en,sc123_melito_peri_pascha_chap47,"Melito, PP 47 (English)","Melito, PP 47",0.02,not_translation,"παθῶν, [καὶ διά τι πά]ρεστιν ὁ κύριος ἐπὶ τὴν γῆν, [ἵνα] [τὸν πάσ]χοντα [ἀμφι]ασάμενος [ἁρπάσῃ εἰς τὰ ὑψηλὰ] τῶν οὐ[ρα]νῶν.","The temple below was precious, but now it is worthless because of the Christ above. The Jerusalem below was precious, but now it is worthless because of the Jerusalem above."
59ad61ae-de6c-48bd-970a-756a578d9a3f,sc123_melito_peri_pascha_chap46_en,sc123_melito_peri_pascha_chap46,"Melito, PP 46 (English)","Melito, PP 46",0.02,not_translation,Τὸ μὲν οὖν διήγημα τοῦ τύπου καὶ τῆς ἀνταποδόσεως ἀκηκόατε · ἀκούσατε καὶ τὴν κατασκευὴν τοῦ μυστηρίου. Τί ἐστιν τὸ πάσχα ; Ἀπὸ γὰρ τοῦ συμβεβηκότος τὸ ὄνο-μα κέκληται · ἀπὸ τοῦ πα,"The blood of the sheep was precious, but now it is worthless because of the Spirit of the Lord. The silent lamb was precious, but now it is worthless because of the unblemished Son"
2217a0f8-aa54-4427-8c4d-d5e9ab218daa,sc123_melito_peri_pascha_chap51_en,sc123_melito_peri_pascha_chap51,"Melito, PP 51 (English)","Melito, PP 51",0.02,not_translation,"Καὶ γὰρ [πα]τὴρ ἐπὶ υἱὸν ξίφος ἐπηνέγκατο, καὶ υἱὸς πατρὶ χεῖρας προσήνεγκεν, καὶ μαστοὺς τιθηνοὺς ἀσεβὴς ἐτύπτησεν, καὶ ἀδελφὸς ἀδελφὸν ἀπέκτεινεν, καὶ ξένος ξένον ἠδίκησεν, καὶ φ","Learn, therefore, who is the one who suffers (paschon) and who shares the suffering of the one who suffers, and why the Lord came to earth -- to clothe himself with the one who suf"
763e8c17-72e2-442a-8190-1e2eec62c0e6,sc123_melito_peri_pascha_chap60_en,sc123_melito_peri_pascha_chap60,"Melito, PP 60 (English)","Melito, PP 60",0.02,not_translation,"Ἀπόβλεψον δὲ καὶ εἰς τὸ ἐν γῇ Αἰγύπτου πρόβατον σφαζόμενον, τὸν πατάξαντα Αἴγυπτον καὶ σώσαντα τὸν Ἰσραὴλ διὰ τοῦ αἵματος.","The luminaries turned away, and the day became dark, that it might hide the one stripped naked upon the tree, darkening not the body of the Lord but the eyes of humanity. [fragment"
42ecf1d9-45b1-43da-8164-0742c50cc0d2,sc123_melito_peri_pascha_chap61_en,sc123_melito_peri_pascha_chap61,"Melito, PP 61 (English)","Melito, PP 61",0.02,not_translation,Ἔστιν δὲ καὶ διὰ προφητικῆς φωνῆς τὸ τοῦ κυρίου μυστήριον κηρυσσόμενον. Φησὶν γὰρ Μωυσῆς πρὸς τὸν λαόν · « Καὶ ὄψεσθε τὴν ζωὴν ὑμῶν κρεμαμένην ἔμπροσθεν τῶν ὀφθαλμῶν ὑμῶν νυκτὸς κα,"For the people trembled not, but the earth trembled. The heavens were shaken, and the angel tore his garments. But Israel did not perceive, Israel did not tremble, Israel did not l"
33c421ee-dac7-483d-a1c1-fbaac446e513,sc123_melito_peri_pascha_chap63_en,sc123_melito_peri_pascha_chap63,"Melito, PP 63 (English)","Melito, PP 63",0.02,not_translation,"Ὁ δὲ Ἰερεμίας. « Ἐγὼ ὡς ἀρνίον ἄκακον ἀγόμενον τοῦ θύεσθαι. Ἐλογίσαντο ἐπ' ἐμὲ κακὰ εἰπόντες · Δεῦτε, ἐμβάλωμεν ξύλον εἰς τὸν ἄρτον αὐτοῦ καὶ ἐκτρίψωμεν αὐτὸν ἐκ γῆς ζώντων, καὶ τὸ","For if the murder had taken place at night, or if he had been slain in a desert place, it would be right to keep silent. But now, in the middle of the street and in the midst of th"
f5edd48b-a958-4815-afc7-77f6acca2b3e,sc123_melito_peri_pascha_chap82_en,sc123_melito_peri_pascha_chap82,"Melito, PP 82 (English)","Melito, PP 82",0.02,not_translation,"Σὺ δὲ Ἰσραὴλ οὐχ εὑρέθης, οὐ γὰρ εἶδες τὸν θεόν, οὐκ ἐνόησας τὸν κύριον, οὐκ ᾔδεις, ὦ Ἰσραήλ, ὅτι οὗτός [ἐσ]τιν ὁ πρωτότοκος τοῦ θεοῦ, ὁ πρὸ ἑωσφόρ[ου] γεννηθείς, ὁ τὸ φῶς ἐπαν<ασ>","O unprecedented murder! O unprecedented injustice! The Master (despotes) was disfigured and did not cry out. His body was stripped bare, and he was not ashamed. [fragmentary]"
a2840391-942c-4b29-8c63-aace718a6192,sc123_melito_peri_pascha_chap84_en,sc123_melito_peri_pascha_chap84,"Melito, PP 84 (English)","Melito, PP 84",0.02,not_translation,"Οὗτος ἦν ὁ καθοδη[γήσας σε εἰς Α]ἴγυπτον καὶ διαφυλάξας σε [κἀκε]ῖ διαθρεψάμενος. Οὗτος ἦν ὁ φω[ταγω]γήσας σε ἐν στύλῳ, καὶ σκεπάσας [σε] ἐν νεφέλῃ, ὁ τεμὼν Ἐρυθρὰν θάλασσαν καὶ [δ","The luminaries turned away, and the day became dark, that it might hide the one stripped upon the tree -- darkening not the body of the Lord but the eyes of humanity. [fragmentary]"
4081cce2-6cf2-4293-ba24-6523cd88fddb,sc123_melito_peri_pascha_chap89_en,sc123_melito_peri_pascha_chap89,"Melito, PP 89 (English)","Melito, PP 89",0.02,not_translation,[Πόσο]υ ἀνετιμήσω τοὺς πάσχον[τας] οὓς αὐτὸς παρὼν ἐθεράπευσεν ; [Τίμησαί] μοι τὴν ξηρὰν χεῖρα ἣν ἀ[ποκατέστ]ησεν τῷ σώματι.,"And thus he was lifted up upon the tree, and a title was attached, identifying the one who had been murdered. Who is this? It is a hard thing to say, but a more fearful thing not t"
9a27f9d3-f350-4ede-ac57-2c5420a8b78d,sc123_melito_peri_pascha_chap95_en,sc123_melito_peri_pascha_chap95,"Melito, PP 95 (English)","Melito, PP 95",0.02,not_translation,Καὶ οὕτως ὑψοῦ[ται ἐ]πὶ ξύλου καὶ τίτλος πρόσκει[ται] τὸν πεφονευμένον σημαίνων. Τίς [οὗτ]ος ; Τὸ εἰπεῖν βαρὺ καὶ τὸ μὴ εἰπεῖν φοβερώτερον. Πλὴν ἀκούσατε τρέμοντες δι' ὃν ἐτρόμησεν,I will lead you up to the heights of the heavens. I will show you the Father who is from eternity. I will raise you up by my right hand. [fragmentary]
