relation,edge_id,source_id,source_type,source_name,target_id,target_type,target_name,p_specific,p_generic,source_excerpt,target_excerpt
discusses,c102ec05-34ac-479d-a174-d4b836bc9336,scholarly_argument_gerson_plotinus_s_philosophical_signi_1,argument,Gerson: Gerson presents Plotinus as 'the greatest philosopher in the 700-year period bet,person_aristotle_384_322bce_c2d4f6a8,person,Aristotle of Stagira,0.51,0.4,The publisher's blurb (unsigned front matter) calls Plotinus 'the greatest philosopher in the 700-year period between Aristotle and Augustine' who produced 'a reinvigorated version of Platonism' later called 'Neoplatonis,"Aristotle of Stagira is one of the most influential philosophers in Western history and the founder of the Peripatetic school. His work on voluntary action, deliberate choice, and moral responsibility in the Nicomachean "
cites_primary_source,4c5a84b0-3dfe-4d9a-ae5e-c6d6deb7573a,scholarly_argument_koch_alexander_of_aphrodisias_s_met_0,argument,Koch: Alexander uses doxographical presentation as a skeptical dissensus to establish ,passage_alex_fat_39,passage,"Alexander of Aphrodisias, De Fato, 39",0.49,0.31,Alexander of Aphrodisias's method in De fato and De providentia — Alexander uses doxographical presentation as a skeptical dissensus to establish the superiority of Aristotelian theses over Stoic and Epicurean positions;,"Ταῦτα ὑμῖν, ὦ θειότατοι αὐτοκράτορες. τῆς Ἀριστοτέλους δόξης περί τε εἱμαρμένης καὶ τοῦ ἐφ’ ἡμῖν κατ’ ἐμὴν δόξαν τὰ κεφάλαια, καθ’ ἣν δοξάζοντες εἴς τε θεοὺς εὐσεβήσομεν, τὰ μὲν εἰδότες αὐτοῖς χάριν ἀνθ’ ὧν φθάνομεν ὑπ’ "
cites_primary_source,baa19100-7091-4ee6-b982-984839cbc53d,scholarly_argument_sharples_alexander_of_aphrodisias_on_pr_2,argument,Sharples: Alexander adopts position [D]: providence concerns only preservation of natural ,passage_alex_fat_31,passage,"Alexander of Aphrodisias, De Fato, 31",0.51,0.33,"Alexander of Aphrodisias on providence and fate — Alexander adopts position [D]: providence concerns only preservation of natural kinds/species, not fortunes of individuals; this represents his distinctive contribution w","ἀλλ’ οὐδὲ ἀφαιρούμεθα τῶν ἀνθρώπων τὸ ἀπὸ μαντικῆς χρήσιμον, ὃ γίνεται τῷ δύνασθαί τινα καὶ φυλάξασθαί τι, μὴ φυλαξάμενον ἂν μὴ συμβουλεύσαντος τοῦ θεοῦ· οἱ δὲ ὑμνοῦντες τὴν μαντικὴν καὶ κατὰ τὸν αὐτῶν λόγον μόνον σώζεσθ"
discusses,f4953839-4d37-4197-b299-b5c894e31fda,scholarly_work_maso_2013_fate_chance_and_fortune_in_ancient_thoug,publication,"Maso 2013 — Fate, Chance, and Fortune in Ancient Thought",argument_maso_2014_cicero_motus_animi_voluntarius_independence,argument,Maso 2014 — Cicero's motus animi voluntarius as semantically independent of eph' hêmin,0.51,0.5,"Fate, Chance, and Fortune in Ancient Thought",Maso’s scholarly argument (Destrée 2014 ch. 15): the Ciceronian expression *motus animi voluntarius*—used 14 times in De Fato and only once elsewhere (Tusc. 4.79)—has semantic autonomy vis-à-vis the Greek ἐφ' ἡμῖν. Three
discusses,3ba6d4d0-11d3-4795-81d4-7b0051be9561,scholarly_work_pawlak_2019_how_to_be_sarcastic_in_greek_typical_mea,publication,Pawlak 2019 — How to be sarcastic in Greek: Typical means of signaling sarcasm in the New Test,scholarly_argument_pawlak_free_will_0,argument,"Pawlak: No position on free will, determinism, fate, or moral responsibility is taken in",0.49,0.82,How to be sarcastic in Greek: Typical means of signaling sarcasm in the New Testament and Lucian,"free will — No position on free will, determinism, fate, or moral responsibility is taken in this work. The article is exclusively concerned with linguistic markers of sarcasm and verbal irony in ancient Greek texts."
evidenced_by,814af9b7-4c1a-4f99-8356-4266bcb7ff99,school_neoplatonism,school,Neoplatonism (Νεοπλατωνισμός),passage_plotinus_i_1_1,passage,"Plotinus, Enneades, Enn. I.1.1",0.51,0.82,"Neoplatonic philosophical tradition, originating with Plotinus (3rd c. CE). Synthesized Plato with Aristotle and Stoic elements. Key figures for free will debate: Plotinus (Enn. III.1-3), Proclus, Iamblichus, Simplicius.","ΤΙ ΤΟ ΖΩΙΟΝ ΚΑΙ ΤΙΣ Ο ΑΝΘΡΩΠΟΣ. Ἡδοναὶ καὶ λῦπαι φόβοι τε καὶ θάρρη ἐπιθυμίαι τε καὶ ἀποστροφαὶ καὶ τὸ ἀλγεῖν τίνος ἂν εἶεν; ἢ γὰρ ψυχῆς, ἢ χρωμένης ψυχῆς σώματι, ἢ τρίτου τινὸς ἐξ ἀμφοῖν. διχῶς δὲ καὶ τοῦτο: ἢ γὰρ τοῦτο"
discusses,b3689c38-a3a9-4421-8b83-dd54f127fd86,synthesis_amand1945_alexander_witness_n2_insufficient_alone,synthesis,Amand 1945 — Insufficiency of witness no. 2 alone for reconstructing Carneades,person_alexander_aphrodisias_fl200ce_n5o6p7q8,person,Alexander of Aphrodisias,0.51,0.45,"Synthesis of Amand 1945 (Book I ch. V §III.4, p. 156, ll. 9200-9249, conclusion of the chapter). Amand's methodological admission: ""This ad hominem and ad absurdum discussion is certainly valuable! It constitutes an exce","Alexander of Aphrodisias is widely regarded as the most important Aristotelian commentator of antiquity and the foremost ancient critic of determinism, defending what modern scholars widely characterize as libertarian in"
discusses,d26828d2-187a-4cb2-b6cb-aa0a5c1145e1,synthesis_amand1945_arian_job_witness_carneadean_pity_argument,synthesis,Commentateur arien de Job = temoin du topos carnéadien (pardon des criminels) (Amand 1945),argument_arian_job_useless_prayer_under_fatalism,argument,"Commentateur arien de Job, arg. 11 - inutilite de la priere sous le fatalisme",0.51,0.63,"Synthesis Amand 1945, Book II ch. XIII (p. 533-548): the anti-astrological digression of the anonymous Arian commentator on Job 38, 7 contains eleven arguments, at least three of which bear the Carneadean stamp, transmit","Eleventh and final argument of the anti-astrological digression by the anonymous Arian commentator on Job 38, 7 (Paris. gr. 454 fol. 125v-126, ed. Usener 1900 p. 333). Carneadean argument concerning the uselessness of pr"
discusses,d1974ef2-0610-46f3-9605-50e4af0df0d9,synthesis_amand1945_basil_origen_christian_insertion,synthesis,Amand 1945: Basil inserts Origenian Christian element in philosophical demonstration,concept_synergism_basil_origenist,concept,Origenist synergism in Basil (Hom. Quod Deus non est auctor + Hex VI.7),0.51,0.53,"Amand's summary: the 'Christian sentence' inserted by Basil into an exclusively philosophical demonstration — concerning the annihilation of Christian hopes by fatalism — was probably inspired by Origen, in the Commentar",Origenian theodicy reproduced by Basil: free will is the vital mainspring of all morality and the presupposition of evangelical belief; sin arises solely from the misuse of free will; even God cannot render us incapable 
discusses,def1d688-0822-400c-9124-fc743ecf5541,synthesis_amand1945_epilogue_philosophical,synthesis,Bilan philosophique de l'épilogue Amand 1945 — l'unité antifataliste des écoles philosophiques,person_proclus_412_485ce_f3d8b2a9,person,Proclus Diadochus,0.49,0.42,"Second strand of Amand's concluding assessment (Amand 1945, p. 589). Original claim: ""If one sets aside the Stoics and the Neoplatonists, all philosophical schools are unanimous in reacting vigorously against universal a","Neoplatonist philosopher, head of Platonic Academy in Athens. Systematized Neoplatonic metaphysics and distinguished between providence (pronoia) and fate (heimarmenē). Argued that souls are supernatural and beyond fate "
discusses,5f4f0a02-fdb9-4a65-89ab-fbd58cf10052,synthesis_amand1945_origen_first_precession_polemicist,synthesis,"Amand 1945 — Origen, the first (or among the first) to invoke the precession of the equinoxes against astrology",scholar_amand_de_mendieta_e,person,Emmanuel Amand de Mendieta,0.51,0.56,"Amand's synthesis (p. 314): Origen is ""the first or one of the first among the opponents of apotelesmatics to invoke the law of the precession of the equinoxes discovered by Hipparchus."" An exceptional scientific-technic","Emmanuel Amand de Mendieta O.S.B. (1907-1976). A Belgian Benedictine, philologist, and historian of ancient philosophy trained at Louvain. His doctoral thesis (1944), published under the title *Fatalisme et liberté dans "
discusses,27ac2388-0f18-4191-bcf4-f87a322cf3cc,synthesis_bobzien2001_ch1_determinism_and_fate,synthesis,"Bobzien 2001 Ch. 1 — Determinisme et Destin (heimarmene, providence, nature)",concept_sympatheia_stoic,concept,Sympatheia (Cosmic Sympathy),0.51,0.72,"Synthesis of Bobzien 2001 ch. 1 (p. 16-58): Stoic determinism rests on two physico-ontological foundations: (1) the active principle (logos / pneuma / God), which permeates and structures the entire cosmos; (2) universal",The Stoic doctrine that all parts of the cosmos are interconnected through a web of causal sympathy (sympatheia). Chrysippus used this to explain divination: future events can be read from present signs because all event
exemplifies,746d4385-86ca-4642-823d-db0aac0b6b9c,work_de_fato_cicero_44bce_b9c4e5d2,work,De Fato (On Fate),concept_academic_skepticism_epoche_n4o5p6q7,concept,Academic Skepticism and Epochē (Ἐποχή),0.51,0.78,"De Fato (On Fate) is Cicero's principal surviving treatise on determinism, fate, and free will, composed around 44 BC. It is the most important Latin philosophical text on the problem of freedom and necessity in antiquit","Academic Skepticism, associated with the 'New' or 'Third' Platonic Academy under Arcesilaus (c. 316-241 BCE) and especially Carneades (214-129 BCE), was a philosophical movement advocating epochē - suspension of judgment"
source_for,80d705aa-1319-4cb6-babc-c05ab67f08af,work_epictetus_discourses,work,Discourses (Διατριβαί) - Epictetus,concept_reservation_exceptio_m3n4o5p6,concept,"Reservation Clause (Ὑπεξαίρεσις, Exceptio)",0.51,0.72,"The Discourses (Ἀρριανοῦ τῶν Ἐπικτήτου Διατριβῶν, “Arrian’s [Record of] the Discourses of Epictetus”) preserve the classroom exchanges of Epictetus at Nicopolis in Epirus, recorded by his student Arrian of Nicomedia c. 1","Technical Stoic doctrine for reconciling fate with voluntary action. When acting, the sage adds mental clause: 'I will sail to Corinth, God willing (fate willing)'. This isn't fatalism - agent still deliberates, chooses,"
contains,e98fc712-39bd-4705-a5a9-5d989e2594bf,work_plutarch_de_fato_complete,work,"Pseudo-Plutarch, De Fato (Moralia 568b-574f)",argument_hypothetical_fate_plut,argument,Hypothetical Fate Argument (Pseudo-Plutarch),0.49,0.81,"Pseudo-Plutarch, De fato (Περὶ εἱμαρμένης), Moralia 568B–574F, transmitted under Plutarch's name and conventionally assigned to an anonymous Middle Platonist. The pinned corpus uses Bernardakis' 1891 Greek edition and th","Premise 1: Platonic fate decrees hypothetical/conditional truths (""IF soul sees truth THEN safe"") Premise 2: Political law commands hypothetically (IF valor THEN honor, IF desertion THEN punishment) Premise 3: Nature's l"
source_for,f469159f-6eaa-4d0c-a161-f67eb696d6b3,passage_plotinus_vi_8_3,passage,"Plotinus, Ennead VI.8.3 (Περὶ τοῦ ἑκουσίου καὶ θελήματος τοῦ ἑνός — On Free Will)",argument_plotinus_freedom_argument_7c561972,argument,Plotinus' Freedom Argument,0.51,0.42,"ἀλλὰ περὶ τοῦ θυμοῦ τί τε αὐτὸς καὶ τίς ψυχή, καὶ εἰ ἀπ̓ αὐτοῦ ἴχνος περὶ τὴν καρδίαν, ἢ ἄλλο τι τὴν κίνησιν εἰς συναμφότερον τελοῦν παρέχεται, ἢ ἐνταῦθα οὐκ ἴχνος, ἀλλ̓ αὐτὸ τὸ ὀργίζεσθαι παρέχεται. πρῶτον οὖν σκεπτέον,",Developed within Neoplatonic metaphysics to reconcile freedom with emanative necessity. Freedom is reconceived as self-determination and rational self-governance rather than alternative possibilities. Integrates Platonic
discusses,e5f9f64a-8f29-43ed-b570-6c4d97003e96,scholarly_work_bobzien_1998_determinism_and_freedom_in_stoic_philoso,publication,Bobzien 1998/2001 — Determinism and Freedom in Stoic Philosophy,argument_bobzien_2001_b1_origen_idle_argument_reply,argument,Bobzien 2001 — Lecture de la reponse origenienne a l'argument paresseux (CC II.20),0.49,0.72,Determinism and Freedom in Stoic Philosophy,"Analyse Bobzien 2001 §5.2.2 (p. 205-208) on Origen’s response to the Lazy Argument in Contra Celsum II.20 (SC 132, 342.71-82 = Marcovich 95). Bobzien argues that (1) Origen preserves the fundamental Chrysippean argumenta"
discusses,9e11685a-5efc-4866-8fe6-449e2e9d4916,pub_hildebrandt_2022_alexander_lazy_arguments,publication,Hildebrandt 2022 — Alexander of Aphrodisias’ Lazy Arguments against Stoic Determinism,scholarly_argument_hildebrandt_alexander_objections_fail_homonymy,argument,Hildebrandt: most Alexandrian objections fail by exploiting the homonymy of 'contingent',0.49,0.48,"Article in Studia Philosophica Estonica 15 (2022), pp. 25-44. Hildebrandt argues that Alexander's De fato XXI Lazy Argument is more successful than the ordinary objections she discusses, because belief in determinism may","Hildebrandt argues that several objections in Alexander, De fato 8-9, miss their target because 'contingent' is used in different senses: an Aristotelian sense tied to essence or proper cause and a Stoic sense tied to th"
parallel_to,d18bb3d4-a16c-4f45-99f5-3d206e2b5e9a,concept_autexousion_christian_freedom_u1v2w3x4,concept,Autexousion (Αὐτεξούσιον) - Christian Free Will,concept_autexousion_pe_vi_6_eusebius,concept,Autexousion as immediate evidence (Eusebius PE VI.6.21),0.51,0.65,"**Étymologie** : αὐτεξούσιον < αὐτο- (réflexif, « soi-même ») + ἐξουσία (« autorité, pouvoir d'agir »), terme déjà attesté dans le grec juif et profane du Iᵉʳ s. ap. J.-C. (Philon d'Alexandrie, TLG 0018) ; le sens propre","Eusebian articulation of αὐτεξούσιον (αὐθεκούσιον) as immediate evidence on a par with sensation. The quotation is available here only in translation, since the corresponding Greek text could not be collated: 'Thus, the "
discusses,furst-markschies-122,scholarly_argument_kobusch_image_freedom_unlosable_likeness_losable,argument,"Kobusch: metaphysical freedom is unlosable, while moral likeness is acquired and losable",concept_mr1_autonomy_responsibility,concept,MR1: Autonomy-based Moral Responsibility,0.49,0.43,"Kobusch distinguishes the divine image from likeness in Origen's anthropology. Image names the given, metaphysical freedom and dignity of the rational person and cannot be lost; likeness names the practical realization o","A concept of moral responsibility based on AUTONOMY: the agent (not something else) was causally responsible for the action. Bobzien (1998, p. 135): ""The first of these holds responsible those whose doing something was i"
discusses,5a4e6f43-f9ae-5233-9065-5f4182048de3,pub_jamir_2006_origen_on_the_hardening_of_pharaoh_heart_in_exodus_14,publication,Tia JAMIR 2006 — Origen On The Hardening of Pharaoh's Heart In Exodus 4-14,concept_theodicy_christian,concept,Christian Theodicy,0.51,0.56,Origen On The Hardening of Pharaoh's Heart In Exodus 4-14,"Christian theodicy — the rational defence of God's goodness and justice in the face of evil — is inseparable, in the ancient sources, from debates over free will. The governing formula is Platonic in origin: θεὸς ἀναίτιο"
discusses,c437a95d-8ef4-57f4-af25-0fa9d387a447,pub_rasmussen_2014_basil_of_caesarea_uses_of_origen_in_his_polemic_against_astrolog,publication,Adam Rasmussen 2014 — Basil of Caesarea’s uses of origen in his polemic against astrology,concept_autexousion_christian_freedom_u1v2w3x4,concept,Autexousion (Αὐτεξούσιον) - Christian Free Will,0.51,0.6,"Abstract Basil of Caesarea, in his polemic against astrology (Homiliae in hexaemeron 6,5−7), makes direct, creative uses of Origen’s anti-astrological treatise (Philocalia 23). My argument is based on an identical contex","**Étymologie** : αὐτεξούσιον < αὐτο- (réflexif, « soi-même ») + ἐξουσία (« autorité, pouvoir d'agir »), terme déjà attesté dans le grec juif et profane du Iᵉʳ s. ap. J.-C. (Philon d'Alexandrie, TLG 0018) ; le sens propre"
discusses,5bd93a44-042c-53f4-9b3f-affea4b0d217,pub_sardella_1989_prognosis_mantike_in_origene,publication,Teresa Sardella 1989 — Prognôsis e mantikê in Origene,concept_theodicy_christian,concept,Christian Theodicy,0.49,0.46,Prognôsis e mantikê in Origene,"Christian theodicy — the rational defence of God's goodness and justice in the face of evil — is inseparable, in the ancient sources, from debates over free will. The governing formula is Platonic in origin: θεὸς ἀναίτιο"
discusses,d467186f-144a-56b4-b4c7-756c59e50e2b,pub_tzamalikos_2007_chapter_seven_eternal_life_and_freedom,publication,P. Tzamalikos 2007 — Chapter Seven. Eternal Life And Freedom,concept_autexousion_christian_freedom_u1v2w3x4,concept,Autexousion (Αὐτεξούσιον) - Christian Free Will,0.51,0.47,Chapter Seven. Eternal Life And Freedom,"**Étymologie** : αὐτεξούσιον < αὐτο- (réflexif, « soi-même ») + ἐξουσία (« autorité, pouvoir d'agir »), terme déjà attesté dans le grec juif et profane du Iᵉʳ s. ap. J.-C. (Philon d'Alexandrie, TLG 0018) ; le sens propre"
discusses,91564464-1af9-5a08-83e4-7e6db35860a0,pub_tzamalikos_2006_time_and_causality,publication,Panayiotis Tzamalikos 2006 — TIME AND CAUSALITY,person_origen_alexandria_185_254ce_s9t0u1v2,person,Origen of Alexandria,0.51,0.46,TIME AND CAUSALITY,"Origen of Alexandria was the most brilliant and influential theologian of the early Greek Church. A Christian Platonist educated in Alexandria's philosophical milieu, Origen produced an enormous corpus (thousands of work"
discusses,a0acff42-29c0-5d2b-8198-a4472a970fed,pub_tzamalikos_2006_time_and_causality,publication,Panayiotis Tzamalikos 2006 — TIME AND CAUSALITY,concept_theodicy_christian,concept,Christian Theodicy,0.49,0.43,TIME AND CAUSALITY,"Christian theodicy — the rational defence of God's goodness and justice in the face of evil — is inseparable, in the ancient sources, from debates over free will. The governing formula is Platonic in origin: θεὸς ἀναίτιο"
discusses,reading-wave-b-003,scholarly_argument_mueller_method_formal_material_autonomy_grace,argument,"Müller: freedom history must distinguish formal choice, material freedom, and the autonomy-grace polarity",concept_liberum_arbitrium_u3v4w5x6,concept,Free Choice (Liberum Arbitrium),0.49,0.55,"Müller distinguishes formal freedom of choice from materially specified freedom from or for something, while warning that a history of freedom cannot be reduced to vocabulary collection. His governing framework also trac","**Étymologie** : *liberum arbitrium*, syntagme nominal latin associant *liber* (« libre, non-asservi », racine indo-européenne *leudʰ- « croître, peuple libre ») et *arbitrium* (« jugement, décision arbitrale », < *arbit"
has_position,central-debates-20260817-017,debate_prohairesis_meaning,debate,The Meaning and Role of Prohairesis,position_long_epictetan_freedom_compliance_with_fate,position,Long: prohairesis is ethical compliance with fate,0.49,0.47,"The debate over the meaning and philosophical trajectory of prohairesis (προαίρεσις) concerns both the word's Aristotelian sense and Epictetus's radical transformation of it. Morphologically, προαίρεσις = πρό + αἵρεσις, ","Long reads Epictetan freedom as internal and ethical rather than metaphysically libertarian: prohairesis is not freedom from fate or antecedent causation, but willing compliance with one's allotment and independence from"
contributes_to,central-debates-20260817-033,passage_cic_fat_25,passage,"Marcus Tullius Cicero, De Fato, Fat. 25",debate_carneadean_antiastrology_tradition,debate,The Carneadean Anti-Astrology / Anti-Fatalist Tradition,0.51,0.46,"Rursus autem, ne omnes physici inrideant nos, si dicamus quicquam fieri sine causa, distinguendum est et ita dicendum, ipsius individui hanc esse naturam, ut pondere et gravitate moveatur, eamque ipsam esse causam, cur i","The transmission, traced by Amand de Mendieta (1945/1973), of Carneades' anti-astrological and moral anti-fatalist arguments through Clitomachus, Cicero (De Divinatione II), Philo, and into the Christian authors (Origen,"
evidenced_by,6730d4dc-23c0-573d-afa6-c37e3be98c12,argument_clement_grace_synergy_assent,argument,Clement of Alexandria: Grace–Freedom Synergy via Stoic Assent (Strom. II.6–15),passage_clement_strom_4_23_152,passage,"Clement of Alexandria, Strom. IV.23.152",0.49,0.63,"Clement of Alexandria's argument in Stromateis II.6–15 (and re-affirmed in Strom. IV.23–24) that Christian salvation involves the cooperation (συνέργεια) of divine grace and human αὐτεξούσιον, mediated by the Stoic theor","αὐτίκα ὁ σωτὴρ διὰ τῆς ἐπιθυμίας συνανῄρει καὶ τὸν θυμόν, τιμωρίας ὄντα ἐπιθυμίαν· καθόλου γὰρ τὸ παθητικὸν παντὶ γένει ἐπιθυμίας, εἰς δὲ τὴν ἀπάθειαν θεούμενος ἄνθρωπος ἀχράντως μοναδικὸς γίνεται. καθάπερ οὖν οἱ ἐν θαλά"
cites_primary_source,reading-c-051,scholarly_argument_ewing_personalized_providence,argument,Ewing: Clement personalizes Philonic providence in the Logos,work_clement_stromateis,work,"Clement of Alexandria, Stromateis (Στρωματεῖς)",0.51,0.53,"Clement transforms Philo's symbolic mediation into the personal Logos who reveals the Father, making providence the Savior's activity.","Clement of Alexandria's Stromateis ('Miscellanies', c. 198–215 CE) in eight books, the third and largest work of his trilogy, intended for the more advanced 'gnostic' Christian reader. Of greatest relevance to debates on"
cites_primary_source,reading-c-095,scholarly_argument_koenig_mimetic_care,argument,König: Clement's pastoral system is Christ-centered and mimetic,work_clement_stromateis,work,"Clement of Alexandria, Stromateis (Στρωματεῖς)",0.51,0.64,"Divine care becomes visible in the Son; caregivers imitate adaptable care, and saving others realizes likeness to God without canceling free acceptance.","Clement of Alexandria's Stromateis ('Miscellanies', c. 198–215 CE) in eight books, the third and largest work of his trilogy, intended for the more advanced 'gnostic' Christian reader. Of greatest relevance to debates on"
cites_primary_source,10d5c748-fa4f-43bf-a692-7ed0fb01fbde,argument_bobzien_2001_b1_chrysippean_modal_system,argument,Bobzien 2001 — Chrysippe construit un systeme modal preservant la contingence,passage_cic_fat_13,passage,"Marcus Tullius Cicero, De Fato, Fat. 13",0.48,0.61,"Bobzien 2001 §3.1.4 (p. 112-122) + §3.4 (p. 136-143) reconstruction of the Chrysippean modal system. Definitions: (1) the possible = that which admits truth, encountering no external obstacle to its realization; (2) the ","At hoc, Chrysippe, minime vis, maximeque tibi de hoc ipso cum Diodoro certamen est. Ille enim id solum fieri posse dicit, quod aut sit verum aut futurum sit verum, et, quicquid futurum sit, id dicit fieri necesse esse et"
cites_primary_source,e811b3bb-d109-435b-968d-6a15755f2f72,argument_cylinder_analogy_chrysippus_k1l2m3n4,argument,Cylinder Analogy (Internal vs. External Causation),passage_cic_fat_41,passage,"Marcus Tullius Cicero, De Fato, Fat. 41",0.52,0.65,"The cylinder analogy distinguishes an external push or impression from the cylinder's or agent's internal nature. Sorabji 1980, pp. 80-83, separates Augustine, Donini and Frede readings of the argument. He does not treat","Chrysippus autem cum et necessitatem inprobaret et nihil vellet sine praepositis causis evenire, causarum genera distinguit, ut et necessitatem effugiat et retineat fatum. Causarum enim, inquit, aliae sunt perfectae et p"
evidenced_by,de7cb234-ec60-411e-aa96-a14ffcabc898,argument_eus_carneadean_pe_vi_6_arg1_virtue_vice,argument,"Eusebius PE VI.6.5-7: Carneadean Arg 1 — Praise/blame, virtue/vice annulled",passage_eusebius_praep_ev_6_6_7,passage,"Eusebius, Praeparatio Evangelica, VI.6.7",0.52,0.51,"First Carneadean argument in Eusebius (PE VI.6.5-7): under the hypothesis of absolute fatalism, praise and blame, virtue and vice lose all rationale. Central quotation (5-6): 'For honourable people, the praise due to vir","ὅρα οὖν εἰς οἷον κακῶν δογμάτων βυθὸν οἱ θαυμάσιοι θεοὶ καταβεβλήκασι, καὶ σκέψαι ὡς εἰς ἀσωτίαν καὶ ἀδικίαν καὶ ἄλλα μυρία κακὰ παρορμᾷ καὶ προτρέπει τουτὶ τὸ δόγμα, ἀνατροπὴν τοῦ παντὸς βίου ἀθρόως κατεργαζόμενον."
cites_primary_source,d46ac470-ee57-4eb8-bb25-0bbef3b943e9,argument_fortuna_boethius_l7m8n9o0,argument,Fortune Argument (Boethius),passage_boethius_cons_28,passage,"Boethius, Cons. 28: Nero's Example",0.52,0.71,"Problem: Boethius laments his reversal of fortune - from prosperity to prison. PHILOSOPHY'S Response: 1. Fortune's nature IS change - she promised nothing stable 2. ""Haec nostra vis est"" - This is my power (II.2) 3. You ","Adeo nihil est miserum, nisi cum putes, contraque {contraque} beata sors omnis est aequanimitate tolerantis. Quis est ille tam felix, qui cum dederit impatientiae \ ' manus, statum suum mutare non optet? Quam manus, amar"
cites_primary_source,ba7c888f-cde0-4884-b8b1-0f355625d574,argument_furst_2022_world_as_network_of_freedoms,argument,World as a Dynamic Network of Freedoms (Fürst 2022 on Origen),passage_origen_philocalia_21_23,passage,"Origen, De principiis III.1.23 (= Philocalia 21.23) — Against the doctrine of fixed natures: the vessel of honour may become one of dishonour and… [Greek: Koetschau GCS 22; French: SC 268]",0.48,0.64,"Fürst’s 2022 cosmological thesis (Zum Ausklang, p. 291-292 + Kap. VI 4): Origen conceives the world as a “gigantic network of constantly interacting freedoms” — not as a static doctrine of being, but as a dynamic doctrin","**Reference:** De principiis III.1.23 = Philocalia 21.23 (Robinson 1893 §22) **Author:** Origen **Work:** De principiis (Περὶ ἀρχῶν), Book III, chapter 1 — Περὶ αὐτεξουσίου καὶ τῶν δοκούντων τοῦτο ἀναιρεῖν ῥητῶν γραφικῶν"
cites_primary_source,393464cf-8169-4afd-ac3b-ab451a0b1e41,argument_maso_2014_cicero_motus_animi_voluntarius_independence,argument,Maso 2014 — Cicero's motus animi voluntarius as semantically independent of eph' hêmin,passage_cic_fat_24,passage,"Marcus Tullius Cicero, De Fato, Fat. 24",0.48,0.5,Maso’s scholarly argument (Destrée 2014 ch. 15): the Ciceronian expression *motus animi voluntarius*—used 14 times in De Fato and only once elsewhere (Tusc. 4.79)—has semantic autonomy vis-à-vis the Greek ἐφ' ἡμῖν. Three,"Communi igitur consuetudine sermonis abutimur, cum ita dicimus, velle aliquid quempiam aut nolle sine causa; ita enim dicimus sine causa, ut dicamus: sine externa et antecedente causa, non sine aliqua; ut, cum vas inane "
contains,ca5be4bf-53ac-49b8-a9d5-1c5a13264428,argument_origen_witness_personality_envelope_amand1945,argument,Origène — Personnalité intellectuelle/religieuse + attitude vis-à-vis de la philosophie (Amand 1945 Livre II Ch. V §I),argument_origen_witness_personality_christian_gnosis_amand1945,argument,Origène — Premier maître éminent d'un système de gnose chrétienne (Amand-Schwartz),0.48,0.59,"Argumentative overview bringing together the claims of Amand de Mendieta (Fatalisme et liberté dans l'antiquité grecque, Louvain 1945, Book II ch. V §I, p. 276-296) concerning the intellectual and religious personality o",Amand (p. 281-282) endorses Schwartz’s judgment: Origen is 'the first eminent master of a system of Christian gnosis.' This formulation means that the new gnosis which Origen introduces into the Church genuinely purports
cites_primary_source,925791b9-4fc5-4486-8af8-deac2ca28f4f,argument_origen_witness_personality_anti_unilateral_amand1945,argument,Origène — Rejet des lectures unilatérales (Amand contra de Faye/Koch et contra Bardy),passage_origen_pa_3_1_1,passage,"Origen, De Principiis III.1.1: Programmatic prologue — importance of investigating αὐτεξούσιον",0.52,0.45,Amand (p. 279) argues that the two extreme views of Origen are equally defective: (1) the view that reduces Origen’s Christianity to a mere instrument of Greek philosophy (Hal Koch assigns philosophy a capital role; E. d,"Du libre arbitre1, 1. A notre avis il faut penser ainsi des promessesdivines lorsque nous projetons notre intelligence vers lacontemplation de ce siècle éternel et sans fin et que nouscontemplons sa joie et sa béatitude "
cites_primary_source,86811c63-382c-413e-9029-ed8f2ff8e50e,argument_proclus_levels_of_providence_4e8c7b9a,argument,Proclus's Hierarchical Providence and Fate Argument,work_proclus_tria_opuscula_c9a8e4b3,work,Tria Opuscula (Three Essays) - Proclus,0.48,0.67,"Developed to systematize the Neoplatonic solution to fate and freedom. Providence (pronoia) operates at multiple hierarchical levels, while fate (heimarmenē) operates only at lower cosmic levels. Souls in their essence a","Three monographs on providence, fate, free will, and evil: De Decem Dubitationibus circa Providentiam (Ten Doubts Concerning Providence), De Providentia et Fato (On Providence and Fate), and De Malorum Subsistentia (On t"
presupposes,8ff8c315-73f7-427c-9a49-222b9c811b25,concept_anakephalaiosis_recapitulation,concept,Ἀνακεφαλαίωσις - Eschatological Recapitulation,concept_nepios_adam_infant_doctrine,concept,Νήπιος Doctrine - Adam as Infant,0.52,0.48,"Central to Irenaeus's soteriology, ἀνακεφαλαίωσις (from Eph 1:10) describes Christ 'summing up' or 'bringing to completion' the entire history of humanity and cosmos. In context of νήπιος doctrine, this is primarily esch","Distinctive patristic teaching pioneered by Theophilus of Antioch (Ad Autol. 2.25-28) and developed extensively by Irenaeus of Lyon (AH 4.38.1-4, Epid. 12-14). Characterizes prelapsarian humanity as νήπιοι (nēpioi, infan"
